n,o,l
oise,3.3698444,5.0
loire_atlantique,0.0,0.0
calvados,0.7800758,0.0
hauts_de_seine,7.5320888,1.0
tarn_et_garonne,0.39678305,0.0
val_de_marne,8.313295,2.0
alpes_de_haute_provence,0.8404072,0.0
vosges,0.86084145,0.0
haute_saone,1.9901775,1.0
vaucluse,0.9404093,0.0
charente_maritime,0.0,0.0
ardeche,0.89902,0.0
savoie,0.0,0.0
loir_et_cher,0.0,0.0
haute_marne,0.6212712,0.0
alpes_maritimes,0.0,0.0
drome,0.79871666,0.0
meuse,0.0,0.0
aude,0.66889596,0.0
herault,5.3255568,4.0
manche,0.74001026,0.0
yvelines,4.575149,2.0
seine_et_marne,11.338245,1.0
ain,0.0,1.0
indre_et_loire,0.70170444,0.0
correze,0.6979533,0.0
bouches_du_rhone,11.642739,6.0
loiret,0.6913205,0.0
moselle,1.4221741,0.0
nord,1.2447234,0.0
vienne,0.6768093,0.0
eure_et_loir,1.2366095,1.0
puy_de_dome,2.0946286,2.0
rhone,2.0296917,1.0
ardennes,2.2421699,0.0
charente,0.0,0.0
aisne,1.1769063,0.0
var,0.96907485,0.0
lot_et_garonne,0.6396827,0.0
loire,0.5111961,0.0
pyrenees_orientales,0.0,0.0
nievre,0.8487546,0.0
aube,0.9576796,0.0
maine_et_loire,0.0,0.0
haute_savoie,0.35236084,0.0
saone_et_loire,1.6184876,0.0
doubs,1.5114918,0.0
pyrenees_atlantiques,0.0,0.0
pas_de_calais,2.444117,2.0
indre,1.6049812,1.0
cote_d'or,0.7060632,0.0
seine_maritime,1.1350274,2.0
marne,0.0,1.0
yonne,0.7885124,0.0
haute_vienne,0.74052703,1.0
seine_saint_denis,13.4266615,5.0
bas_rhin,2.726946,0.0
lot,0.6537256,0.0
landes,0.97860694,2.0
haut_rhin,0.7649898,0.0
orne,0.0,0.0
isere,0.74355507,0.0
territoire_de_belfort,0.7621126,0.0
haute_garonne,0.9414894,2.0
dordogne,0.0,0.0
paris,25.870693,16.0
gard,1.0213126,1.0
mayenne,0.0,0.0
val_d'oise,9.019386,2.0
gironde,0.69743997,0.0
cher,0.914685,1.0
eure,5.5466595,1.0
jura,0.9526525,0.0
tarn,0.67456216,0.0
haute_loire,0.8414015,1.0
somme,1.5042434,0.0
gers,0.90792036,0.0
cantal,1.4927392,0.0
meurthe_et_moselle,0.8742658,0.0
hautes_pyrenees,0.9643708,0.0
essonne,6.0090313,1.0
