n,o,l
tarragona,31.744291,16.0
almeria,10.539286,6.0
guadalajara,35.964108,32.0
lleida,31.957685,27.0
araba/alava,62.38332,140.0
bizkaia,162.93015,222.0
granada,50.939167,32.0
burgos,23.895655,42.0
alicante,33.533344,11.0
valladolid,59.262928,49.0
cuenca,31.314709,47.0
cordoba,20.060621,1.0
jaen,18.287825,8.0
malaga,90.595406,17.0
valencia,59.470875,24.0
toledo,52.69542,94.0
avila,43.756035,64.0
barcelona,681.4166,268.0
zamora,10.136792,3.0
ciudad_real,118.15753,88.0
palencia,34.243866,36.0
castellon,14.527733,5.0
leon,53.56674,27.0
girona,162.01762,87.0
caceres,35.04638,4.0
gipuzkoa,39.789658,30.0
cadiz,13.448807,11.0
badajoz,10.587774,3.0
albacete,44.71005,30.0
sevilla,34.3033,12.0
salamanca,47.02238,42.0
soria,46.63064,66.0
huelva,7.0269113,3.0
segovia,58.137665,15.0
