n,o,l
oise,28.088772,32.0
meurthe_et_moselle,3.4170916,7.0
alpes_maritimes,3.769334,1.0
marne,8.799403,8.0
loire,0.0,1.0
ain,46.44126,19.0
pyrenees_atlantiques,4.062109,0.0
var,9.834911,17.0
aude,9.558569,4.0
ardennes,1.259516,5.0
loir_et_cher,1.3632454,0.0
somme,12.199591,18.0
hautes_pyrenees,3.824454,40.0
haute_garonne,5.573987,2.0
bouches_du_rhone,8.174922,37.0
bas_rhin,78.34291,127.0
cantal,1.417374,0.0
landes,0.61127317,0.0
rhone,10.507372,11.0
calvados,2.0130103,4.0
cote_d'or,1.3332372,5.0
eure_et_loir,33.431656,9.0
meuse,2.1683931,3.0
indre_et_loire,3.2580087,1.0
aube,10.773256,20.0
indre,5.4147124,15.0
val_de_marne,43.817196,56.0
haute_marne,1.1269554,3.0
herault,17.752068,16.0
gard,10.323654,10.0
paris,78.85384,79.0
haute_vienne,3.228041,2.0
ardeche,1.3313305,7.0
vaucluse,7.903087,5.0
drome,0.0,7.0
pas_de_calais,17.915586,28.0
loiret,11.63701,0.0
yvelines,29.493643,41.0
jura,2.7450547,1.0
tarn_et_garonne,1.6353498,3.0
manche,3.425861,16.0
territoire_de_belfort,4.534545,2.0
eure,21.996767,36.0
val_d'oise,38.089035,41.0
pyrenees_orientales,1.8513737,0.0
hauts_de_seine,57.487774,93.0
moselle,10.782874,52.0
isere,63.04462,61.0
essonne,5.437279,3.0
nievre,1.0634581,12.0
vosges,10.917234,12.0
lot,0.61014795,0.0
haute_saone,6.250618,23.0
seine_maritime,9.638756,9.0
dordogne,0.16036376,0.0
alpes_de_haute_provence,0.49476218,4.0
puy_de_dome,7.6309657,10.0
haut_rhin,15.216778,67.0
charente_maritime,2.1204307,42.0
vienne,0.77553725,1.0
nord,14.093481,20.0
saone_et_loire,9.375811,13.0
haute_loire,0.7772543,1.0
charente,1.2154826,0.0
loire_atlantique,0.13316883,0.0
aisne,13.434259,14.0
tarn,1.3913876,4.0
gironde,7.0361605,14.0
cher,9.025518,17.0
mayenne,0.7561509,0.0
doubs,7.198752,12.0
seine_et_marne,51.583828,72.0
correze,0.92952436,0.0
gers,2.1251848,6.0
orne,1.2796243,5.0
maine_et_loire,0.13322784,0.0
seine_saint_denis,48.221577,79.0
yonne,0.77128345,2.0
lot_et_garonne,0.021670964,3.0
haute_savoie,19.343037,30.0
savoie,1.2831998,0.0
