n,o,l
E08000016,12.895213,9.0
E09000001,2.7171924,0.0
E06000051,9.49558,9.0
E06000039,7.1766715,3.0
E09000005,7.240173,0.0
E09000020,3.4396687,0.0
E08000001,11.233793,9.0
E06000004,9.760068,10.0
E08000012,16.27461,3.0
E09000010,3.8765903,0.0
E09000002,3.1569417,1.0
E08000022,7.2437654,3.0
E08000031,15.479378,2.0
E10000013,16.271719,0.0
E08000032,23.392567,6.0
E08000035,24.963102,11.0
E08000003,12.947554,15.0
E06000035,6.206091,6.0
E06000042,5.7906566,1.0
E06000008,5.187186,1.0
E06000059,4.700256,0.0
E06000015,5.708892,4.0
E06000011,19.37487,4.0
E08000024,14.997395,4.0
E06000003,5.5061965,7.0
E06000024,6.268147,8.0
E06000049,15.390274,5.0
E08000037,15.890776,1.0
E10000015,32.602528,5.0
E06000016,10.68153,10.0
E10000016,59.501102,25.0
E08000017,14.60924,12.0
E06000018,8.087981,0.0
E08000002,8.096511,1.0
E06000050,16.774693,4.0
E06000045,7.001148,3.0
E10000027,9.404276,11.0
E09000017,17.24065,8.0
E06000001,4.9399896,6.0
E10000031,4.162605,0.0
E10000006,32.193096,2.0
E10000030,20.98073,11.0
E08000019,27.320814,13.0
E06000055,7.4750814,3.0
E10000020,35.37988,13.0
E10000003,17.658388,14.0
E06000044,4.099675,2.0
E09000004,6.2248178,2.0
E10000019,10.413539,11.0
E06000020,5.5450063,1.0
E09000029,3.8550608,0.0
E06000012,2.9074051,3.0
E09000015,8.82909,1.0
E06000030,3.6866531,7.0
E10000018,14.031136,6.0
E10000012,43.496944,11.0
E09000008,10.9367695,1.0
E06000054,6.2857757,2.0
E08000015,11.294304,8.0
E08000008,6.2103786,9.0
E06000006,3.9583576,0.0
E06000052,5.51852,4.0
E09000023,5.731815,2.0
E08000009,7.373629,1.0
E10000025,16.718807,26.0
E06000007,9.251181,3.0
E08000036,9.007899,6.0
E09000021,4.1036572,1.0
E09000009,5.601605,1.0
E08000004,8.224524,0.0
E08000005,10.9228325,4.0
E08000027,6.699036,3.0
E09000016,14.128406,3.0
E08000014,6.4156647,1.0
E10000024,8.822388,8.0
E06000022,17.912025,12.0
E08000023,3.0195305,1.0
E09000018,13.480097,8.0
E06000037,7.0119085,0.0
E08000007,4.2945547,1.0
E08000010,12.776558,9.0
E06000040,15.08376,18.0
E10000011,3.9123094,0.0
E06000036,7.99154,1.0
E10000014,3.2185245,0.0
E06000046,34.265434,17.0
E10000034,4.328769,1.0
E08000021,12.476547,5.0
E08000034,13.051725,2.0
E06000027,12.93416,7.0
E06000032,1.9933733,0.0
E06000026,3.8614466,3.0
E10000028,5.4058313,0.0
E10000032,24.420328,12.0
E06000033,14.97287,10.0
E06000013,3.5595472,2.0
E09000022,10.487009,3.0
E08000026,5.694363,1.0
E09000027,7.6803975,5.0
E08000013,3.5747156,0.0
E06000041,9.097282,2.0
E06000047,5.30763,2.0
E06000017,33.393044,20.0
E10000021,2.9424622,1.0
E08000025,9.230802,16.0
E10000008,23.062752,18.0
E08000018,10.933277,6.0
E06000005,13.193865,3.0
E10000017,7.392821,3.0
E06000009,38.603962,18.0
E08000030,9.815142,3.0
E06000057,17.436052,3.0
E06000038,10.868692,2.0
E10000007,7.124219,3.0
E10000023,24.0846,10.0
E06000031,23.43847,5.0
E08000033,7.745257,4.0
E06000043,4.3237906,1.0
E09000003,3.7990177,2.0
E06000014,6.6711726,1.0
E10000029,8.346745,7.0
E10000002,23.433647,7.0
E09000006,9.836012,7.0
E08000011,8.3117285,1.0
E06000021,13.316207,7.0
E09000026,6.1748495,2.0
E06000056,6.0950294,1.0
E06000002,11.641153,3.0
E06000034,11.192854,8.0
