n,o,l
E08000016,11.986982,15.0
E09000001,0.6116457,0.0
E06000051,11.577047,6.0
E06000039,4.636119,17.0
E09000005,7.138647,16.0
E09000020,1.1418309,4.0
E08000001,13.141142,17.0
E06000004,7.384419,18.0
E08000012,20.446762,18.0
E09000010,5.375492,4.0
E09000002,0.81430554,5.0
E08000022,6.8272085,10.0
E08000031,15.937997,26.0
E10000013,16.35886,21.0
E08000032,30.994366,29.0
E08000035,34.671783,28.0
E08000003,18.005812,15.0
E06000035,7.096422,8.0
E06000042,6.435931,1.0
E06000008,5.1047077,7.0
E06000059,1.7413976,11.0
E06000015,4.3312864,6.0
E06000011,24.568336,19.0
E08000024,19.198631,21.0
E06000003,5.115181,6.0
E06000024,5.7596717,7.0
E06000049,20.310404,13.0
E08000037,20.102032,18.0
E10000015,38.05632,49.0
E06000016,12.443219,6.0
E10000016,77.95459,53.0
E08000017,17.084982,31.0
E06000018,2.683163,13.0
E08000002,10.4546,5.0
E06000050,17.557613,20.0
E06000045,8.08004,7.0
E10000027,11.048273,9.0
E09000017,2.8710434,4.0
E06000001,4.0810385,4.0
E10000031,22.047956,14.0
E10000006,38.58723,30.0
E10000030,29.062704,25.0
E08000019,35.086094,17.0
E06000055,10.106035,2.0
E10000020,43.379387,38.0
E10000003,19.859879,32.0
E06000044,1.6160836,7.0
E09000004,6.255522,8.0
E10000019,13.057872,14.0
E06000020,4.653943,5.0
E09000029,2.4885476,3.0
E06000012,0.23355779,1.0
E09000015,7.2480917,5.0
E06000030,2.1683116,7.0
E10000018,17.23299,12.0
E10000012,52.523724,57.0
E09000008,13.374467,8.0
E06000054,6.0634937,6.0
E08000015,12.501577,18.0
E08000008,5.307551,13.0
E06000006,2.2558234,3.0
E06000052,2.1298795,3.0
E09000023,5.1785154,5.0
E08000009,8.517967,9.0
E10000025,23.818876,22.0
E06000007,10.471893,6.0
E08000036,10.099716,10.0
E09000021,4.591956,6.0
E09000009,8.70652,12.0
E08000004,10.613417,24.0
E08000005,6.567768,8.0
E08000027,15.225172,32.0
E09000016,2.171119,17.0
E08000014,11.428024,6.0
E10000024,17.84473,15.0
E06000022,0.881959,3.0
E08000023,18.4622,11.0
E09000018,6.8828483,8.0
E06000037,3.127321,2.0
E08000007,17.609287,12.0
E08000010,15.527305,21.0
E06000040,2.2314937,3.0
E10000011,10.046536,5.0
E06000036,1.0907985,0.0
E10000014,42.13927,43.0
E06000046,1.6227396,12.0
E10000034,14.0687275,13.0
E08000021,19.337585,5.0
E08000034,12.258238,27.0
E06000027,0.0,1.0
E06000032,0.0,14.0
E06000026,1.6899326,8.0
E10000028,32.57783,20.0
E10000032,21.412258,13.0
E06000033,1.8597107,5.0
E06000013,11.680876,18.0
E09000022,5.0088854,10.0
E08000026,5.2356043,20.0
E09000027,3.2615716,3.0
E08000013,8.521738,12.0
E06000041,4.807706,9.0
E06000047,41.561832,44.0
E06000017,0.46324125,1.0
E10000021,9.740783,11.0
E08000025,33.108685,22.0
E10000008,4.6933794,12.0
E08000018,16.411276,11.0
E06000005,2.2643201,6.0
E10000017,49.27267,50.0
E06000009,12.1250725,7.0
E08000030,22.732769,23.0
E06000057,14.666552,16.0
E06000038,7.295258,5.0
E10000007,27.264744,15.0
E10000023,31.174683,22.0
E06000031,6.936185,10.0
E08000033,2.7227924,6.0
E06000043,2.5776289,5.0
E09000003,7.826748,4.0
E06000014,9.867161,3.0
E10000029,26.11153,50.0
E10000002,9.755516,9.0
E09000006,9.269066,7.0
E08000011,13.281983,8.0
E06000021,16.283285,17.0
E09000026,5.757706,4.0
E06000056,3.68034,7.0
E06000002,9.186836,13.0
E06000034,2.3068707,4.0
