n,o,l
tarragona,26.199968,33.0
almeria,6.8931675,7.0
guadalajara,0.13503563,19.0
lleida,68.19418,68.0
araba/alava,58.572605,30.0
bizkaia,205.0023,173.0
granada,41.01889,58.0
burgos,29.435808,34.0
alicante,68.940994,17.0
valladolid,119.90783,44.0
cuenca,0.13503382,25.0
cordoba,21.635662,10.0
jaen,32.07223,8.0
malaga,41.577454,105.0
valencia,148.5363,41.0
toledo,0.13503563,19.0
avila,33.234615,48.0
barcelona,1021.1056,745.0
zamora,15.958269,6.0
ciudad_real,0.13503563,169.0
palencia,25.444504,37.0
castellon,35.00983,2.0
leon,50.190205,17.0
girona,21.064795,163.0
caceres,69.90504,42.0
gipuzkoa,62.73866,31.0
cadiz,0.13547373,0.0
badajoz,14.918914,5.0
albacete,32.456844,17.0
sevilla,56.27033,43.0
salamanca,20.105318,49.0
soria,74.58871,103.0
huelva,5.8585935,1.0
segovia,100.23622,64.0
