n,o,l
oise,50.332214,18.0
meurthe_et_moselle,11.063394,4.0
alpes_maritimes,13.371606,10.0
marne,12.257493,42.0
loire,0.22234517,1.0
ain,6.291194,33.0
pyrenees_atlantiques,2.062972,15.0
var,14.2191925,10.0
aude,8.515148,0.0
ardennes,3.5176158,3.0
loir_et_cher,0.4292211,0.0
somme,15.609106,12.0
hautes_pyrenees,4.1543856,7.0
haute_garonne,8.472585,5.0
bouches_du_rhone,8.072483,27.0
bas_rhin,117.69793,59.0
cantal,0.3122179,1.0
landes,0.2855505,0.0
rhone,3.04289,9.0
calvados,8.10496,6.0
cote_d'or,1.4954016,1.0
eure_et_loir,59.88887,16.0
meuse,2.715601,7.0
indre_et_loire,1.774218,0.0
aube,20.403923,7.0
indre,13.826206,8.0
val_de_marne,78.36355,40.0
haute_marne,0.5069966,0.0
herault,16.469082,27.0
gard,16.821636,4.0
paris,135.96306,92.0
haute_vienne,1.3660486,1.0
ardeche,1.1348771,5.0
vaucluse,14.276127,10.0
drome,1.8175954,2.0
pas_de_calais,22.232637,23.0
loiret,14.766855,1.0
yvelines,43.227524,15.0
jura,14.791455,6.0
tarn_et_garonne,2.572937,2.0
manche,4.4507017,6.0
territoire_de_belfort,3.5105631,1.0
eure,21.900223,23.0
val_d'oise,37.0925,36.0
pyrenees_orientales,0.7652452,0.0
hauts_de_seine,85.64011,77.0
moselle,31.467115,50.0
isere,111.32665,92.0
essonne,4.4168987,1.0
nievre,11.736534,4.0
vosges,10.365354,8.0
lot,0.3017844,1.0
haute_saone,19.964725,1.0
seine_maritime,6.506628,20.0
dordogne,0.3523325,0.0
alpes_de_haute_provence,0.37268275,5.0
puy_de_dome,7.423565,2.0
haut_rhin,25.673965,14.0
charente_maritime,2.3626342,6.0
vienne,0.3520039,0.0
nord,19.612158,11.0
saone_et_loire,13.774683,7.0
haute_loire,0.41077247,5.0
charente,0.7089069,1.0
loire_atlantique,0.24059534,0.0
aisne,14.194369,11.0
tarn,1.473452,1.0
gironde,9.91731,5.0
cher,10.528537,6.0
mayenne,0.40374446,0.0
doubs,7.7253246,5.0
seine_et_marne,88.20417,66.0
correze,0.4491301,0.0
gers,3.3317237,6.0
orne,0.98672694,1.0
maine_et_loire,0.24987876,1.0
seine_saint_denis,89.56855,68.0
yonne,0.34779316,0.0
lot_et_garonne,0.37915865,2.0
haute_savoie,18.473036,9.0
savoie,0.8965289,0.0
