n,o,l
tarragona,0.155866,32.0
almeria,2.501858,21.0
guadalajara,30.909508,38.0
lleida,33.131165,25.0
araba/alava,23.160164,85.0
bizkaia,132.58269,195.0
granada,36.11905,43.0
burgos,26.039476,45.0
alicante,78.50616,34.0
valladolid,138.42485,132.0
cuenca,12.434263,15.0
cordoba,16.304758,21.0
jaen,17.91832,35.0
malaga,34.02456,98.0
valencia,84.33591,116.0
toledo,23.84912,66.0
avila,21.512228,38.0
barcelona,657.54736,795.0
zamora,14.3324995,19.0
ciudad_real,88.60808,99.0
palencia,14.347626,18.0
castellon,28.7489,14.0
leon,82.44401,108.0
girona,0.15617058,209.0
caceres,50.172592,30.0
gipuzkoa,54.405766,64.0
cadiz,19.883661,16.0
badajoz,18.68658,7.0
albacete,28.606651,18.0
sevilla,41.7904,19.0
salamanca,43.77774,115.0
soria,29.842468,13.0
huelva,5.0394797,5.0
segovia,65.17566,75.0
