n,o,l
tarragona,26.649914,0.0
almeria,8.957834,2.0
guadalajara,0.12110211,61.0
lleida,58.1622,48.0
araba/alava,43.612446,20.0
bizkaia,160.70906,154.0
granada,35.24551,47.0
burgos,19.254082,25.0
alicante,48.824287,111.0
valladolid,89.34434,180.0
cuenca,0.12109918,10.0
cordoba,23.6917,21.0
jaen,23.10014,12.0
malaga,45.56638,81.0
valencia,111.36411,25.0
toledo,0.12110211,46.0
avila,28.73888,14.0
barcelona,863.0617,1002.0
zamora,8.1978445,5.0
ciudad_real,0.12110409,121.0
palencia,14.690891,9.0
castellon,20.501434,17.0
leon,41.785023,186.0
girona,31.179514,0.0
caceres,36.061802,63.0
gipuzkoa,55.19758,75.0
cadiz,0.121519834,43.0
badajoz,17.41023,15.0
albacete,13.411969,37.0
sevilla,47.44274,76.0
salamanca,15.556817,12.0
soria,61.559834,40.0
huelva,5.420198,7.0
segovia,86.019875,81.0
