n,o,l
tarragona,1.3114152,0.0
almeria,3.4813879,0.0
guadalajara,19.74835,9.0
lleida,3.0743468,0.0
araba/alava,5.157284,0.0
bizkaia,8.110427,0.0
granada,12.727913,0.0
burgos,37.30423,3.0
alicante,39.52803,28.0
valladolid,15.005331,9.0
cuenca,43.25994,59.0
cordoba,4.3728075,0.0
jaen,10.136195,0.0
malaga,19.02181,0.0
valencia,46.193047,10.0
toledo,36.49598,46.0
avila,13.978014,16.0
barcelona,68.00207,0.0
zamora,6.663144,7.0
ciudad_real,29.304924,79.0
palencia,5.9717016,6.0
castellon,25.606092,3.0
leon,16.825987,27.0
girona,9.153223,0.0
caceres,3.485036,1.0
gipuzkoa,1.2039372,0.0
cadiz,4.577628,0.0
badajoz,4.1648703,1.0
albacete,32.856117,14.0
sevilla,10.30851,0.0
salamanca,20.781145,96.0
soria,19.846079,0.0
huelva,2.8119748,0.0
segovia,17.074898,49.0
