n,o,l
tarragona,14.2365885,46.0
almeria,6.81687,19.0
guadalajara,46.480385,33.0
lleida,49.84139,35.0
araba/alava,35.445515,44.0
bizkaia,202.68298,305.0
granada,24.696154,51.0
burgos,56.206818,14.0
alicante,65.70866,38.0
valladolid,139.94467,92.0
cuenca,68.937904,13.0
cordoba,16.30591,42.0
jaen,25.953382,23.0
malaga,52.19427,84.0
valencia,114.71191,74.0
toledo,211.8241,71.0
avila,34.66944,58.0
barcelona,1173.4425,760.0
zamora,36.191147,9.0
ciudad_real,189.04135,115.0
palencia,6.0653944,24.0
castellon,34.55675,60.0
leon,133.80441,112.0
girona,0.21477333,209.0
caceres,91.26939,43.0
gipuzkoa,45.15743,43.0
cadiz,26.212597,43.0
badajoz,19.23242,7.0
albacete,47.736233,44.0
sevilla,44.75028,49.0
salamanca,41.455235,66.0
soria,55.52451,120.0
huelva,4.504672,5.0
segovia,81.83755,85.0
