n,o,l
oise,7.2948236,16.0
loire_atlantique,0.0,0.0
calvados,0.7390926,0.0
hauts_de_seine,9.233911,21.0
tarn_et_garonne,0.8105922,0.0
val_de_marne,12.153924,13.0
alpes_de_haute_provence,0.80327,1.0
vosges,0.27527928,0.0
haute_saone,1.1497241,3.0
vaucluse,0.8536985,1.0
charente_maritime,1.0143274,3.0
ardeche,0.8403129,1.0
savoie,0.82578135,0.0
loir_et_cher,0.29746702,0.0
haute_marne,0.8744046,0.0
alpes_maritimes,0.7412413,0.0
drome,0.714714,1.0
meuse,1.596311,0.0
aude,0.9891869,1.0
herault,6.552581,4.0
manche,0.0,1.0
yvelines,6.589237,7.0
seine_et_marne,17.05929,11.0
ain,4.7247305,2.0
indre_et_loire,0.44493675,4.0
correze,0.791356,0.0
bouches_du_rhone,20.85961,34.0
loiret,0.8164544,0.0
moselle,3.9308598,1.0
nord,3.9070592,20.0
vienne,0.74402094,0.0
eure_et_loir,3.190924,3.0
puy_de_dome,1.2395576,0.0
rhone,2.778458,3.0
ardennes,1.0074792,0.0
charente,0.0,0.0
aisne,4.6593456,6.0
var,1.4247528,13.0
lot_et_garonne,0.0,0.0
loire,0.166396,0.0
pyrenees_orientales,0.87733877,1.0
nievre,0.92879176,1.0
aube,3.1793282,0.0
maine_et_loire,0.690721,0.0
haute_savoie,4.3779254,6.0
saone_et_loire,2.309758,0.0
doubs,0.64800423,2.0
pyrenees_atlantiques,2.4885385,1.0
pas_de_calais,9.105412,14.0
indre,6.2140903,3.0
cote_d'or,0.8713395,0.0
seine_maritime,3.6980345,3.0
marne,2.0128255,0.0
yonne,0.82313305,1.0
haute_vienne,0.8227653,1.0
seine_saint_denis,25.642479,7.0
bas_rhin,1.2812569,9.0
lot,0.0,0.0
landes,1.6566557,1.0
haut_rhin,0.95683044,1.0
orne,0.45881373,0.0
isere,0.73530567,0.0
territoire_de_belfort,0.9776176,1.0
haute_garonne,4.427973,3.0
dordogne,0.29399484,0.0
paris,18.91239,12.0
gard,2.6866906,1.0
mayenne,0.77101856,2.0
val_d'oise,10.287778,12.0
gironde,0.62493014,0.0
cher,2.8489954,1.0
eure,6.4625125,10.0
jura,3.584717,1.0
tarn,0.8496553,0.0
haute_loire,0.8366245,0.0
somme,6.428708,9.0
gers,1.3815447,5.0
cantal,0.82123184,0.0
meurthe_et_moselle,0.97167075,0.0
hautes_pyrenees,1.6791043,1.0
essonne,32.155666,12.0
