n,o,l
oise,13.5284195,19.0
meurthe_et_moselle,6.3774905,0.0
alpes_maritimes,4.8714094,1.0
marne,18.215921,7.0
loire,2.8425274,0.0
ain,32.36559,14.0
pyrenees_atlantiques,4.106196,1.0
var,8.454503,4.0
aude,1.0602386,3.0
ardennes,2.0753782,4.0
loir_et_cher,0.0,0.0
somme,9.247477,18.0
hautes_pyrenees,4.1921897,7.0
haute_garonne,2.9391613,13.0
bouches_du_rhone,17.43208,4.0
bas_rhin,41.929237,55.0
cantal,2.1566412,1.0
landes,1.0212967,0.0
rhone,4.650635,5.0
calvados,6.5362964,1.0
cote_d'or,0.61430806,1.0
eure_et_loir,9.04156,11.0
meuse,4.465115,7.0
indre_et_loire,1.5179498,0.0
aube,7.8673105,9.0
indre,7.3162074,6.0
val_de_marne,29.27026,17.0
haute_marne,0.0,2.0
herault,17.02158,8.0
gard,5.0074167,8.0
paris,52.041092,42.0
haute_vienne,1.3828392,1.0
ardeche,5.913974,4.0
vaucluse,5.8620234,2.0
drome,2.562049,0.0
pas_de_calais,11.943357,25.0
loiret,1.8466029,0.0
yvelines,22.054426,11.0
jura,3.4593623,13.0
tarn_et_garonne,0.5652595,0.0
manche,3.157428,0.0
territoire_de_belfort,1.663702,2.0
eure,16.515558,19.0
val_d'oise,25.62359,24.0
pyrenees_orientales,0.9862172,1.0
hauts_de_seine,38.280823,22.0
moselle,23.307766,5.0
isere,43.573143,83.0
essonne,2.1917136,0.0
nievre,4.229859,3.0
vosges,5.830579,0.0
lot,1.2522037,0.0
haute_saone,10.041258,4.0
seine_maritime,9.417296,10.0
dordogne,0.042470902,0.0
alpes_de_haute_provence,3.6316736,0.0
puy_de_dome,5.4486527,4.0
haut_rhin,7.689963,3.0
charente_maritime,2.2753558,2.0
vienne,0.60357,0.0
nord,8.947885,7.0
saone_et_loire,8.482077,8.0
haute_loire,2.683092,0.0
charente,1.1766629,3.0
loire_atlantique,0.0,0.0
aisne,7.953649,0.0
tarn,0.49197376,12.0
gironde,2.25053,1.0
cher,5.1991105,1.0
mayenne,1.0147455,9.0
doubs,7.554062,0.0
seine_et_marne,40.28468,2.0
correze,1.3356154,31.0
gers,5.0092244,1.0
orne,1.9332278,7.0
maine_et_loire,0.5450653,1.0
seine_saint_denis,39.596237,56.0
yonne,0.0,3.0
lot_et_garonne,1.8574884,0.0
haute_savoie,3.0675232,8.0
savoie,0.0,1.0
