n,o,l
oise,42.159653,32.0
loire_atlantique,0.35006145,0.0
calvados,2.739661,4.0
hauts_de_seine,82.21814,93.0
tarn_et_garonne,0.2884184,3.0
val_de_marne,57.152615,56.0
alpes_de_haute_provence,0.43028864,4.0
vosges,15.5805,12.0
haute_saone,3.437889,23.0
vaucluse,4.2740755,5.0
charente_maritime,3.541399,42.0
ardeche,0.19504699,7.0
savoie,0.35516146,0.0
loir_et_cher,0.19368416,0.0
haute_marne,0.15533543,3.0
alpes_maritimes,7.6388426,1.0
drome,1.8042568,7.0
meuse,1.2253261,3.0
aude,2.8066306,4.0
herault,31.127346,16.0
manche,0.9872179,16.0
yvelines,27.32152,41.0
seine_et_marne,41.717796,72.0
ain,2.7157233,19.0
indre_et_loire,0.9883817,1.0
correze,0.1497761,0.0
bouches_du_rhone,80.870605,127.0
loiret,11.800812,0.0
moselle,25.14544,52.0
nord,8.485397,20.0
vienne,0.13661262,1.0
eure_et_loir,18.851902,9.0
puy_de_dome,5.6560636,10.0
rhone,13.093269,17.0
ardennes,0.63511646,5.0
charente,0.17736465,0.0
aisne,16.977894,14.0
var,11.203411,11.0
lot_et_garonne,0.12177198,2.0
loire,0.119715944,1.0
pyrenees_orientales,0.16812462,0.0
nievre,2.3219147,12.0
aube,9.430693,20.0
maine_et_loire,0.1183217,0.0
haute_savoie,14.952864,30.0
saone_et_loire,7.988489,13.0
doubs,5.456252,12.0
pyrenees_atlantiques,2.5778322,0.0
pas_de_calais,9.853299,28.0
indre,10.037537,15.0
cote_d'or,2.272316,5.0
seine_maritime,11.620863,9.0
marne,11.602888,8.0
yonne,0.17711306,3.0
haute_vienne,0.21244285,2.0
seine_saint_denis,72.52586,79.0
bas_rhin,13.777884,37.0
lot,0.17844272,0.0
landes,0.20036964,5.0
haut_rhin,40.670967,67.0
orne,0.2466932,0.0
isere,2.3456378,2.0
territoire_de_belfort,1.3629892,3.0
haute_garonne,4.411516,2.0
dordogne,0.13782243,0.0
paris,103.99383,79.0
gard,7.620593,10.0
mayenne,0.097073466,0.0
val_d'oise,36.295322,41.0
gironde,11.983163,14.0
cher,6.8679304,17.0
eure,9.632854,36.0
jura,3.037469,1.0
tarn,0.1757569,4.0
haute_loire,0.25080186,1.0
somme,12.193069,18.0
gers,0.9558023,6.0
cantal,0.049419142,0.0
meurthe_et_moselle,4.603256,7.0
hautes_pyrenees,3.3484478,40.0
essonne,43.970905,61.0
