n,o,l
E08000016,17.785545,21.0
E09000001,0.8936132,0.0
E06000051,9.699991,11.0
E06000039,9.579857,4.0
E09000005,25.91053,6.0
E09000020,3.8098657,4.0
E08000001,25.325764,10.0
E06000004,6.4399953,3.0
E08000012,33.30524,23.0
E09000010,16.227833,18.0
E09000002,8.645498,3.0
E08000022,7.80181,2.0
E08000031,17.49902,18.0
E10000013,42.49823,13.0
E08000032,17.091633,28.0
E08000035,38.76853,25.0
E08000003,30.539677,14.0
E06000035,12.437694,5.0
E06000042,10.797043,4.0
E06000008,8.596971,6.0
E06000059,2.6508713,6.0
E06000015,4.651105,8.0
E06000011,16.294449,22.0
E08000024,31.607426,16.0
E06000003,5.440071,5.0
E06000024,1.954252,3.0
E06000049,24.80693,27.0
E08000037,18.206392,7.0
E10000015,54.107056,25.0
E06000016,11.634754,13.0
E10000016,126.153824,77.0
E08000017,9.549187,6.0
E06000018,9.070978,1.0
E08000002,15.219469,8.0
E06000050,16.837866,16.0
E06000045,8.458194,4.0
E10000027,16.060986,9.0
E09000017,12.359898,30.0
E06000001,25.59414,3.0
E10000031,2.4971125,2.0
E10000006,36.08564,29.0
E10000030,78.01128,28.0
E08000019,52.497765,54.0
E06000055,12.036172,5.0
E10000020,46.432007,31.0
E10000003,16.957033,11.0
E06000044,5.72953,2.0
E09000004,12.306552,9.0
E10000019,24.223083,13.0
E06000020,2.1371489,8.0
E09000029,20.61443,2.0
E06000012,0.9781529,2.0
E09000015,14.564512,10.0
E06000030,11.116878,4.0
E10000018,23.926004,18.0
E10000012,55.15188,76.0
E09000008,27.141212,8.0
E06000054,9.094025,3.0
E08000015,30.100594,12.0
E08000008,11.668712,5.0
E06000006,6.42345,1.0
E06000052,12.973948,6.0
E09000023,13.27629,5.0
E08000009,12.499477,8.0
E10000025,44.502632,24.0
E06000007,17.138527,10.0
E08000036,11.756964,6.0
E09000021,3.160529,2.0
E09000009,10.024938,4.0
E08000004,25.934065,8.0
E08000005,24.064312,8.0
E08000027,14.613207,4.0
E09000016,20.371803,21.0
E08000014,15.125585,5.0
E10000024,21.416157,12.0
E06000022,26.717781,6.0
E08000023,4.035123,0.0
E09000018,17.808365,12.0
E06000037,9.313318,7.0
E08000007,8.77743,7.0
E08000010,21.784338,15.0
E06000040,24.712177,12.0
E10000011,4.9727283,4.0
E06000036,11.12071,9.0
E10000014,5.099615,1.0
E06000046,71.69614,40.0
E10000034,1.7343893,1.0
E08000021,31.137802,13.0
E08000034,18.429808,11.0
E06000027,13.551203,7.0
E06000032,1.039515,17.0
E06000026,5.53669,3.0
E10000028,10.933633,19.0
E10000032,44.911495,27.0
E06000033,3.6486769,18.0
E06000013,30.891323,4.0
E09000022,7.878489,5.0
E08000026,17.584215,4.0
E09000027,14.136896,15.0
E08000013,4.5294886,2.0
E06000041,13.751477,10.0
E06000047,10.882097,8.0
E06000017,39.264595,33.0
E10000021,1.18688,0.0
E08000025,23.16624,1.0
E10000008,61.56449,37.0
E08000018,21.110088,7.0
E06000005,20.00872,13.0
E10000017,4.62747,5.0
E06000009,76.44743,40.0
E08000030,10.777622,11.0
E06000057,16.513092,22.0
E06000038,23.719408,13.0
E10000007,21.21471,9.0
E10000023,24.138342,51.0
E06000031,22.195904,18.0
E08000033,3.7723722,5.0
E06000043,4.3526483,4.0
E09000003,8.079849,4.0
E06000014,15.355806,7.0
E10000029,4.707433,8.0
E10000002,30.446396,33.0
E09000006,18.870674,19.0
E08000011,12.807419,8.0
E06000021,11.162989,12.0
E09000026,10.833912,5.0
E06000056,9.201483,15.0
E06000002,11.715293,13.0
E06000034,19.356802,6.0
