n,o,l
oise,30.540892,41.0
loire_atlantique,0.0,0.0
calvados,1.568074,3.0
hauts_de_seine,63.414978,83.0
tarn_et_garonne,0.0,0.0
val_de_marne,45.522743,62.0
alpes_de_haute_provence,0.03689913,2.0
vosges,13.315355,9.0
haute_saone,2.1600816,24.0
vaucluse,2.4028234,7.0
charente_maritime,1.1546305,2.0
ardeche,0.0,4.0
savoie,0.0,0.0
loir_et_cher,0.0,0.0
haute_marne,0.0,0.0
alpes_maritimes,3.5994196,0.0
drome,1.4779444,3.0
meuse,0.16376397,0.0
aude,1.9956388,0.0
herault,26.857107,14.0
manche,0.38971978,8.0
yvelines,20.055285,52.0
seine_et_marne,38.898422,99.0
ain,3.5978346,12.0
indre_et_loire,0.2978397,4.0
correze,0.0,0.0
bouches_du_rhone,66.360214,112.0
loiret,9.122413,1.0
moselle,13.40957,7.0
nord,8.503568,17.0
vienne,0.0,0.0
eure_et_loir,17.999348,19.0
puy_de_dome,4.08685,18.0
rhone,9.681283,11.0
ardennes,0.0,1.0
charente,0.0,0.0
aisne,13.618205,17.0
var,9.813736,6.0
lot_et_garonne,0.0,0.0
loire,0.0,10.0
pyrenees_orientales,0.0,1.0
nievre,0.86552566,8.0
aube,5.57784,21.0
maine_et_loire,0.0,0.0
haute_savoie,8.711249,7.0
saone_et_loire,6.363555,11.0
doubs,3.4184537,7.0
pyrenees_atlantiques,1.0402961,1.0
pas_de_calais,9.962752,21.0
indre,6.3988266,13.0
cote_d'or,1.5321319,1.0
seine_maritime,9.160701,12.0
marne,7.653968,15.0
yonne,0.0,4.0
haute_vienne,0.0,0.0
seine_saint_denis,60.029617,77.0
bas_rhin,9.547694,25.0
lot,0.0,1.0
landes,28.223413,18.0
haut_rhin,0.0,3.0
orne,0.0,1.0
isere,1.2911971,2.0
territoire_de_belfort,0.0,3.0
haute_garonne,2.6457317,5.0
dordogne,0.0,0.0
paris,79.70847,115.0
gard,5.115896,10.0
mayenne,0.0,1.0
val_d'oise,25.006353,34.0
gironde,7.81893,7.0
cher,3.1038985,10.0
eure,15.249299,31.0
jura,1.5321709,2.0
tarn,0.0,1.0
haute_loire,0.0,6.0
somme,10.13614,23.0
gers,0.14157459,12.0
cantal,0.0,1.0
meurthe_et_moselle,1.5609481,2.0
hautes_pyrenees,1.9850736,10.0
essonne,38.64357,41.0
