n,o,l
oise,36.659195,32.0
meurthe_et_moselle,2.5715647,7.0
alpes_maritimes,4.6381655,1.0
marne,9.800725,8.0
loire,0.0,1.0
ain,5.0110836,19.0
pyrenees_atlantiques,1.4313469,0.0
var,12.430032,17.0
aude,3.8091507,4.0
ardennes,0.26131785,5.0
loir_et_cher,0.0,0.0
somme,12.704899,18.0
hautes_pyrenees,2.7544243,40.0
haute_garonne,4.0192595,2.0
bouches_du_rhone,11.813076,37.0
bas_rhin,76.55019,127.0
cantal,0.0,0.0
landes,0.2145998,0.0
rhone,12.575623,11.0
calvados,2.5269103,4.0
cote_d'or,2.5638428,5.0
eure_et_loir,21.920822,9.0
meuse,0.5933584,3.0
indre_et_loire,0.8750845,1.0
aube,8.685527,20.0
indre,9.000131,15.0
val_de_marne,52.69137,56.0
haute_marne,0.0,3.0
herault,29.531757,16.0
gard,7.2078466,10.0
paris,89.81509,79.0
haute_vienne,0.123721726,2.0
ardeche,0.3454641,7.0
vaucluse,3.2678277,5.0
drome,2.2956114,7.0
pas_de_calais,12.280136,28.0
loiret,11.3374195,0.0
yvelines,24.755178,41.0
jura,2.5045497,1.0
tarn_et_garonne,0.11383964,3.0
manche,0.7905719,16.0
territoire_de_belfort,2.2552211,2.0
eure,18.3235,36.0
val_d'oise,30.886936,41.0
pyrenees_orientales,0.008387903,0.0
hauts_de_seine,74.52763,93.0
moselle,17.559813,52.0
isere,43.90624,61.0
essonne,0.21168049,3.0
nievre,1.9196159,12.0
vosges,16.508646,12.0
lot,0.0,0.0
haute_saone,3.2055056,23.0
seine_maritime,11.306004,9.0
dordogne,0.0,0.0
alpes_de_haute_provence,0.36503315,4.0
puy_de_dome,5.552317,10.0
haut_rhin,32.08254,67.0
charente_maritime,2.130744,42.0
vienne,0.0,1.0
nord,10.221966,20.0
saone_et_loire,8.330237,13.0
haute_loire,0.031543676,1.0
charente,0.0,0.0
loire_atlantique,0.0,0.0
aisne,0.16592751,14.0
tarn,16.843765,4.0
gironde,0.0,14.0
cher,10.355308,17.0
mayenne,4.826039,0.0
doubs,0.0,12.0
seine_et_marne,5.019478,72.0
correze,45.395737,0.0
gers,0.0,6.0
orne,0.94932806,5.0
maine_et_loire,0.0,0.0
seine_saint_denis,70.62529,79.0
yonne,0.05445614,2.0
lot_et_garonne,0.0,3.0
haute_savoie,10.989269,30.0
savoie,0.0,0.0
