n,o,l
oise,44.21294,69.0
meurthe_et_moselle,5.786908,9.0
alpes_maritimes,14.452249,4.0
marne,11.368385,16.0
loire,0.0,0.0
ain,2.3131366,11.0
pyrenees_atlantiques,2.7819567,3.0
var,16.065142,32.0
aude,5.7693825,12.0
ardennes,0.3199346,3.0
loir_et_cher,0.5360021,1.0
somme,8.648379,20.0
hautes_pyrenees,0.9477248,8.0
haute_garonne,12.4032755,6.0
bouches_du_rhone,24.887285,19.0
bas_rhin,154.93478,166.0
cantal,0.0,0.0
landes,0.0,1.0
rhone,2.9784603,12.0
calvados,7.2024465,4.0
cote_d'or,1.6157354,2.0
eure_et_loir,17.03634,33.0
meuse,0.20533635,6.0
indre_et_loire,3.1362672,5.0
aube,9.329891,28.0
indre,5.5706224,15.0
val_de_marne,61.217564,95.0
haute_marne,0.4915492,1.0
herault,56.24989,20.0
gard,4.9439425,6.0
paris,158.9394,125.0
haute_vienne,0.65750515,2.0
ardeche,1.232579,4.0
vaucluse,7.687361,8.0
drome,3.4532185,0.0
pas_de_calais,4.828393,20.0
loiret,13.720556,21.0
yvelines,38.514797,50.0
jura,0.086091444,1.0
tarn_et_garonne,0.18394302,21.0
manche,2.8547254,4.0
territoire_de_belfort,3.1289182,9.0
eure,7.6449385,27.0
val_d'oise,76.73009,45.0
pyrenees_orientales,0.0,2.0
hauts_de_seine,116.101715,102.0
moselle,13.393642,90.0
isere,63.08733,101.0
essonne,4.2923136,4.0
nievre,0.6591471,8.0
vosges,18.08978,17.0
lot,0.2147852,1.0
haute_saone,7.1826544,8.0
seine_maritime,14.149348,13.0
dordogne,0.287349,0.0
alpes_de_haute_provence,0.51269805,0.0
puy_de_dome,3.9661655,10.0
haut_rhin,36.73482,67.0
charente_maritime,2.052428,1.0
vienne,0.0,0.0
nord,10.291568,32.0
saone_et_loire,4.0583344,14.0
haute_loire,0.0,0.0
charente,0.097949654,4.0
loire_atlantique,0.0,4.0
aisne,0.8904534,0.0
tarn,9.470145,21.0
gironde,0.36842406,2.0
cher,14.712102,12.0
mayenne,11.141402,31.0
doubs,0.0,1.0
seine_et_marne,7.0703077,13.0
correze,41.305,84.0
gers,0.0,3.0
orne,1.8537124,5.0
maine_et_loire,0.8909363,4.0
seine_saint_denis,86.79396,73.0
yonne,0.0,1.0
lot_et_garonne,0.0,1.0
haute_savoie,22.633675,14.0
savoie,0.0,0.0
