n,o,l
tarragona,5.477631,0.0
almeria,10.824519,0.0
guadalajara,29.326807,72.0
lleida,13.120226,0.0
araba/alava,21.933086,0.0
bizkaia,35.37772,0.0
granada,39.365803,15.0
burgos,99.2917,25.0
alicante,52.04888,28.0
valladolid,38.58634,47.0
cuenca,60.761284,51.0
cordoba,12.588872,2.0
jaen,15.571671,19.0
malaga,54.74874,20.0
valencia,61.903267,72.0
toledo,60.326664,60.0
avila,31.544174,29.0
barcelona,254.98717,0.0
zamora,10.561184,2.0
ciudad_real,60.27242,66.0
palencia,18.587542,19.0
castellon,28.11197,72.0
leon,34.414345,24.0
girona,33.48377,0.0
caceres,10.0288925,0.0
gipuzkoa,5.1616015,0.0
cadiz,14.419571,0.0
badajoz,2.2910206,5.0
albacete,55.42635,18.0
sevilla,13.930092,6.0
salamanca,24.14621,46.0
soria,41.64361,23.0
huelva,9.122867,0.0
segovia,38.7437,15.0
