n,o,l
tarragona,2.463446,0.0
almeria,7.0286207,0.0
guadalajara,15.796947,9.0
lleida,6.6857076,0.0
araba/alava,5.2568607,0.0
bizkaia,8.471229,0.0
granada,21.193287,0.0
burgos,66.22124,3.0
alicante,55.127087,28.0
valladolid,16.314077,9.0
cuenca,61.002766,59.0
cordoba,7.671528,0.0
jaen,11.618051,0.0
malaga,37.299046,0.0
valencia,57.262306,10.0
toledo,48.541103,46.0
avila,19.638634,16.0
barcelona,147.245,0.0
zamora,9.716477,7.0
ciudad_real,32.03807,79.0
palencia,8.642291,6.0
castellon,19.162628,3.0
leon,22.302567,27.0
girona,16.55159,0.0
caceres,6.1127872,1.0
gipuzkoa,1.0710552,0.0
cadiz,9.348501,0.0
badajoz,3.9299493,1.0
albacete,46.759087,14.0
sevilla,15.9187,0.0
salamanca,27.09533,96.0
soria,27.611902,0.0
huelva,5.976283,0.0
segovia,27.600267,49.0
