n,o,l
oise,66.75445,41.0
meurthe_et_moselle,8.298885,2.0
alpes_maritimes,17.301285,0.0
marne,17.428896,15.0
loire,0.58172596,10.0
ain,4.925912,12.0
pyrenees_atlantiques,5.6039214,1.0
var,19.208696,11.0
aude,8.357383,0.0
ardennes,1.9383373,1.0
loir_et_cher,0.5597266,0.0
somme,17.487719,23.0
hautes_pyrenees,4.6636534,10.0
haute_garonne,11.935157,5.0
bouches_du_rhone,27.432474,25.0
bas_rhin,161.83633,112.0
cantal,0.5535263,1.0
landes,0.9904407,1.0
rhone,12.390332,6.0
calvados,5.3042774,3.0
cote_d'or,3.5948374,1.0
eure_et_loir,25.417654,19.0
meuse,2.9658933,0.0
indre_et_loire,4.342663,4.0
aube,18.304369,21.0
indre,14.404723,13.0
val_de_marne,85.60447,62.0
haute_marne,1.032213,0.0
herault,52.460403,14.0
gard,13.508271,10.0
paris,171.18747,115.0
haute_vienne,1.4055154,0.0
ardeche,1.6483775,4.0
vaucluse,10.101777,7.0
drome,2.1060085,3.0
pas_de_calais,12.606383,21.0
loiret,21.084818,1.0
yvelines,51.499443,52.0
jura,3.1046388,2.0
tarn_et_garonne,0.983081,0.0
manche,3.372465,8.0
territoire_de_belfort,3.7114239,2.0
eure,11.043162,31.0
val_d'oise,75.87934,34.0
pyrenees_orientales,0.5152413,1.0
hauts_de_seine,140.36514,83.0
moselle,41.253143,7.0
isere,68.84214,41.0
essonne,2.3937814,3.0
nievre,5.716354,8.0
vosges,25.98712,9.0
lot,0.6213329,1.0
haute_saone,6.019968,24.0
seine_maritime,15.045093,12.0
dordogne,0.52713364,0.0
alpes_de_haute_provence,1.5169305,2.0
puy_de_dome,7.768565,18.0
haut_rhin,67.26013,18.0
charente_maritime,4.7833924,2.0
vienne,0.6609449,0.0
nord,9.643805,17.0
saone_et_loire,8.294166,11.0
haute_loire,0.4104851,6.0
charente,0.27706712,0.0
loire_atlantique,0.24212946,0.0
aisne,1.5186946,0.0
tarn,22.54822,17.0
gironde,0.5026961,1.0
cher,22.386778,7.0
mayenne,12.598992,10.0
doubs,0.4797602,1.0
seine_et_marne,6.3659496,7.0
correze,62.16426,99.0
gers,0.54710084,0.0
orne,3.7150881,12.0
maine_et_loire,0.7662189,3.0
seine_saint_denis,117.50794,77.0
yonne,0.39828363,4.0
lot_et_garonne,0.34674,0.0
haute_savoie,25.381296,7.0
savoie,0.40071818,0.0
