n,o,l
tarragona,88.2319,42.0
almeria,27.867195,27.0
guadalajara,0.0,0.0
lleida,89.63709,28.0
araba/alava,216.44765,100.0
bizkaia,396.9599,265.0
granada,93.37943,98.0
burgos,82.38493,24.0
alicante,196.9242,114.0
valladolid,118.17776,62.0
cuenca,0.0,0.0
cordoba,60.782227,82.0
jaen,57.517883,40.0
malaga,126.42931,63.0
valencia,123.8814,116.0
toledo,0.0,0.0
avila,55.991688,48.0
barcelona,1944.9666,900.0
zamora,27.096222,27.0
ciudad_real,0.0,0.0
palencia,44.485397,25.0
castellon,56.982773,47.0
leon,114.083595,79.0
girona,89.061165,158.0
caceres,170.49562,69.0
gipuzkoa,143.86708,76.0
cadiz,0.0,50.0
badajoz,54.53794,17.0
albacete,65.5767,0.0
sevilla,118.20499,67.0
salamanca,69.12542,17.0
soria,130.57002,90.0
huelva,13.902177,5.0
segovia,75.62066,85.0
