n,o,l
oise,3.525042,9.0
loire_atlantique,0.0,0.0
calvados,0.07785076,0.0
hauts_de_seine,5.786901,4.0
tarn_et_garonne,0.079505146,0.0
val_de_marne,9.235148,8.0
alpes_de_haute_provence,0.049569454,0.0
vosges,0.025016844,1.0
haute_saone,0.38636094,3.0
vaucluse,0.08032385,0.0
charente_maritime,0.0933244,0.0
ardeche,0.08689388,0.0
savoie,0.000846155,0.0
loir_et_cher,0.0,0.0
haute_marne,0.07926236,0.0
alpes_maritimes,0.06893155,0.0
drome,0.06160375,0.0
meuse,0.10100965,0.0
aude,0.10093511,0.0
herault,4.962814,13.0
manche,0.050310813,0.0
yvelines,7.368234,4.0
seine_et_marne,12.357291,2.0
ain,1.637211,0.0
indre_et_loire,0.06541167,2.0
correze,0.07761499,0.0
bouches_du_rhone,10.342771,11.0
loiret,0.05977633,2.0
moselle,2.669841,0.0
nord,1.5403202,10.0
vienne,0.06257862,2.0
eure_et_loir,0.67506385,1.0
puy_de_dome,0.10045172,10.0
rhone,1.0137541,5.0
ardennes,0.09563804,0.0
charente,0.0,0.0
aisne,1.635708,4.0
var,1.2563709,0.0
lot_et_garonne,0.0,0.0
loire,0.08628472,1.0
pyrenees_orientales,0.06745194,0.0
nievre,0.07261981,0.0
aube,0.8507598,1.0
maine_et_loire,0.069473185,0.0
haute_savoie,2.263846,0.0
saone_et_loire,0.616686,5.0
doubs,0.6038088,0.0
pyrenees_atlantiques,1.8949157,0.0
pas_de_calais,2.727835,5.0
indre,3.9105134,0.0
cote_d'or,0.08803888,0.0
seine_maritime,0.3688568,1.0
marne,0.11132579,0.0
yonne,0.06610021,0.0
haute_vienne,0.07381614,0.0
seine_saint_denis,13.158307,3.0
bas_rhin,2.0742638,0.0
lot,0.0,0.0
landes,0.10049613,0.0
haut_rhin,1.067823,1.0
orne,0.036404297,0.0
isere,0.10080758,0.0
territoire_de_belfort,0.045172088,0.0
haute_garonne,0.20356598,7.0
dordogne,0.0,0.0
paris,13.983974,11.0
gard,0.48944956,3.0
mayenne,0.054984316,0.0
val_d'oise,4.763788,5.0
gironde,0.06243712,1.0
cher,0.31318942,1.0
eure,3.6337228,1.0
jura,0.41064283,2.0
tarn,0.086438015,0.0
haute_loire,0.08024879,0.0
somme,1.8097321,4.0
gers,0.10101636,6.0
cantal,0.08664693,1.0
meurthe_et_moselle,0.42080033,0.0
hautes_pyrenees,0.21582669,0.0
essonne,14.022079,14.0
