n,o,l
tarragona,31.097889,0.0
almeria,6.2520094,0.0
guadalajara,33.954098,58.0
lleida,36.805363,0.0
araba/alava,32.411057,0.0
bizkaia,126.66653,0.0
granada,49.56883,15.0
burgos,34.639248,44.0
alicante,31.313477,15.0
valladolid,46.958168,3.0
cuenca,49.67187,90.0
cordoba,8.424632,3.0
jaen,14.986557,9.0
malaga,46.651398,10.0
valencia,79.70541,119.0
toledo,92.553825,24.0
avila,35.943356,21.0
barcelona,796.6044,0.0
zamora,15.248293,0.0
ciudad_real,112.29691,30.0
palencia,20.52267,1.0
castellon,16.140089,14.0
leon,53.30149,11.0
girona,65.67848,0.0
caceres,41.12175,3.0
gipuzkoa,23.506641,0.0
cadiz,9.86722,7.0
badajoz,12.034282,0.0
albacete,27.215757,19.0
sevilla,27.866526,3.0
salamanca,48.977634,19.0
soria,42.827442,32.0
huelva,5.5946684,0.0
segovia,56.76341,19.0
