n,o,l
E08000016,9.107943,17.0
E09000001,0.0,0.0
E06000051,8.172779,12.0
E06000039,1.5034028,6.0
E09000005,12.274258,5.0
E09000020,1.568472,3.0
E08000001,17.302439,8.0
E06000004,4.261704,6.0
E08000012,19.866842,24.0
E09000010,9.411147,4.0
E09000002,2.485879,4.0
E08000022,4.4908776,8.0
E08000031,15.977875,24.0
E10000013,22.827347,33.0
E08000032,15.30411,32.0
E08000035,37.615036,44.0
E08000003,16.36637,13.0
E06000035,9.082433,5.0
E06000042,3.1902027,6.0
E06000008,3.2907898,5.0
E06000059,1.1059211,4.0
E06000015,1.2274603,6.0
E06000011,11.869783,27.0
E08000024,21.710997,16.0
E06000003,3.715572,9.0
E06000024,1.1942933,9.0
E06000049,16.750933,24.0
E08000037,13.205517,20.0
E10000015,36.134415,42.0
E06000016,11.376495,21.0
E10000016,104.70637,75.0
E08000017,8.731573,8.0
E06000018,8.922609,18.0
E08000002,9.028576,16.0
E06000050,14.3585,24.0
E06000045,8.346955,9.0
E10000027,13.016276,14.0
E09000017,7.620388,7.0
E06000001,1.3744146,6.0
E10000031,22.803965,29.0
E10000006,24.508816,39.0
E10000030,45.343647,27.0
E08000019,36.92512,48.0
E06000055,5.515571,10.0
E10000020,39.523197,52.0
E10000003,15.209177,15.0
E06000044,1.220339,7.0
E09000004,6.397162,7.0
E10000019,15.612192,11.0
E06000020,4.0314903,6.0
E09000029,3.807775,2.0
E06000012,0.0,3.0
E09000015,9.010767,14.0
E06000030,5.8409014,2.0
E10000018,19.748611,23.0
E10000012,43.427006,73.0
E09000008,12.712276,18.0
E06000054,4.5982976,5.0
E08000015,16.480871,17.0
E08000008,4.1177745,5.0
E06000006,1.4375142,6.0
E06000052,4.026711,11.0
E09000023,6.8557963,8.0
E08000009,8.603667,10.0
E10000025,26.298113,21.0
E06000007,9.48215,14.0
E08000036,5.989776,15.0
E09000021,2.5854723,5.0
E09000009,7.2204537,7.0
E08000004,14.822676,9.0
E08000005,9.333588,10.0
E08000027,12.422534,10.0
E09000016,4.489491,4.0
E08000014,10.393763,8.0
E10000024,14.127843,10.0
E06000022,0.016981058,35.0
E08000023,11.939006,2.0
E09000018,3.9646013,26.0
E06000037,5.5791235,5.0
E08000007,12.501375,4.0
E08000010,19.031647,14.0
E06000040,0.0,24.0
E10000011,7.5617027,1.0
E06000036,0.0,3.0
E10000014,55.16907,5.0
E06000046,0.0,45.0
E10000034,22.041647,4.0
E08000021,11.171204,18.0
E08000034,6.0470557,13.0
E06000027,4.038553,18.0
E06000032,7.960928,1.0
E06000026,4.487821,19.0
E10000028,39.78876,3.0
E10000032,21.034369,36.0
E06000033,0.0,10.0
E06000013,7.8662252,2.0
E09000022,6.1671863,9.0
E08000026,9.326445,7.0
E09000027,0.059702605,4.0
E08000013,8.748835,2.0
E06000041,8.385355,15.0
E06000047,31.102617,3.0
E06000017,0.0,29.0
E10000021,11.664,0.0
E08000025,52.34087,15.0
E10000008,9.78644,20.0
E08000018,12.770979,25.0
E06000005,2.167865,29.0
E10000017,62.31189,21.0
E06000009,12.982917,46.0
E08000030,16.984753,17.0
E06000057,13.726336,26.0
E06000038,7.586079,11.0
E10000007,17.320568,13.0
E10000023,16.582605,39.0
E06000031,3.0042171,35.0
E08000033,0.0,8.0
E06000043,2.567232,3.0
E09000003,6.2067666,1.0
E06000014,3.2523847,7.0
E10000029,31.115852,13.0
E10000002,12.710466,25.0
E09000006,6.9675,15.0
E08000011,7.5926204,13.0
E06000021,8.145242,17.0
E09000026,3.723122,7.0
E06000056,6.0601215,16.0
E06000002,10.466274,22.0
E06000034,0.5650064,12.0
