n,o,l
E08000016,23.836905,32.0
E09000001,3.124156,0.0
E06000051,18.243296,17.0
E06000039,12.429966,14.0
E09000005,67.516685,25.0
E09000020,21.313902,7.0
E08000001,30.776823,35.0
E06000004,16.644205,9.0
E08000012,58.01018,36.0
E09000010,30.488642,14.0
E09000002,21.847298,17.0
E08000022,24.328548,14.0
E08000031,22.331635,28.0
E10000013,37.325764,40.0
E08000032,28.710886,13.0
E08000035,37.34728,28.0
E08000003,37.504314,40.0
E06000035,22.522337,11.0
E06000042,18.199953,15.0
E06000008,12.727505,11.0
E06000059,16.008291,4.0
E06000015,30.564754,4.0
E06000011,16.326586,17.0
E08000024,46.169136,34.0
E06000003,15.773623,14.0
E06000024,9.914305,5.0
E06000049,23.426537,31.0
E08000037,26.986254,20.0
E10000015,96.38147,57.0
E06000016,32.63945,9.0
E10000016,101.02276,116.0
E08000017,21.345064,10.0
E06000018,18.159082,13.0
E08000002,18.063585,21.0
E06000050,32.071293,15.0
E06000045,19.339188,11.0
E10000027,15.2171135,14.0
E09000017,42.57782,27.0
E06000001,6.9834156,4.0
E10000031,38.554638,17.0
E10000006,67.051,52.0
E10000030,87.90668,95.0
E08000019,82.75837,71.0
E06000055,18.443626,16.0
E10000020,37.33591,53.0
E10000003,23.563675,13.0
E06000044,8.81745,4.0
E09000004,26.937353,10.0
E10000019,35.48155,22.0
E06000020,10.788222,3.0
E09000029,28.46253,54.0
E06000012,11.472815,4.0
E09000015,33.738033,23.0
E06000030,10.125421,15.0
E10000018,43.31072,13.0
E10000012,102.99873,81.0
E09000008,60.181095,26.0
E06000054,14.74142,17.0
E08000015,37.4316,35.0
E08000008,19.896112,20.0
E06000006,15.864672,8.0
E06000052,22.480959,21.0
E09000023,46.312557,28.0
E08000009,25.486307,11.0
E10000025,58.091663,52.0
E06000007,22.683794,16.0
E08000036,24.300394,15.0
E09000021,13.4269285,8.0
E09000009,21.208376,11.0
E08000004,40.91827,33.0
E08000005,23.039373,16.0
E08000027,18.842268,20.0
E09000016,29.717243,16.0
E08000014,30.560158,17.0
E10000024,38.469013,32.0
E06000022,47.82506,27.0
E08000023,7.7613487,6.0
E09000018,16.86189,16.0
E06000037,29.803156,9.0
E08000007,11.346901,12.0
E08000010,29.817032,38.0
E06000040,26.254713,25.0
E10000011,8.290908,2.0
E06000036,22.942572,13.0
E10000014,12.4462,15.0
E06000046,95.61675,79.0
E10000034,4.1426954,1.0
E08000021,45.69768,25.0
E08000034,39.29239,20.0
E06000027,25.721296,19.0
E06000032,6.0810356,3.0
E06000026,12.857821,12.0
E10000028,24.457987,15.0
E10000032,57.073757,40.0
E06000033,40.444508,31.0
E06000013,19.817846,10.0
E09000022,14.092295,7.0
E08000026,51.851414,16.0
E09000027,31.456884,18.0
E08000013,19.654837,5.0
E06000041,30.542496,9.0
E06000047,16.050333,17.0
E06000017,39.182457,45.0
E10000021,6.123665,1.0
E08000025,56.133312,18.0
E10000008,133.96259,45.0
E08000018,21.7313,24.0
E06000005,30.390734,35.0
E10000017,7.902754,5.0
E06000009,101.01004,83.0
E08000030,11.882132,15.0
E06000057,38.737392,22.0
E06000038,27.615026,31.0
E10000007,14.12686,27.0
E10000023,49.04362,29.0
E06000031,31.281786,26.0
E08000033,9.94591,7.0
E06000043,14.0303,6.0
E09000003,14.973498,9.0
E06000014,53.37985,22.0
E10000029,10.055363,12.0
E10000002,31.220032,18.0
E09000006,29.627882,21.0
E08000011,23.93215,16.0
E06000021,17.469765,15.0
E09000026,30.779974,19.0
E06000056,24.740034,19.0
E06000002,19.287947,9.0
E06000034,46.413033,31.0
