n,o,l
E08000016,24.973286,16.0
E09000001,4.830108,2.0
E06000051,14.598657,18.0
E06000039,12.790698,9.0
E09000005,62.50641,43.0
E09000020,23.10351,20.0
E08000001,18.351095,45.0
E06000004,14.19331,9.0
E08000012,44.894104,74.0
E09000010,27.74732,31.0
E09000002,18.536829,18.0
E08000022,15.008445,18.0
E08000031,25.267906,32.0
E10000013,32.95646,58.0
E08000032,25.098396,36.0
E08000035,29.443008,43.0
E08000003,30.590992,53.0
E06000035,17.094667,21.0
E06000042,17.956604,11.0
E06000008,10.8511715,12.0
E06000059,12.569357,17.0
E06000015,24.68527,11.0
E06000011,14.5849695,21.0
E08000024,34.802444,51.0
E06000003,12.720238,0.0
E06000024,9.54746,5.0
E06000049,19.454643,33.0
E08000037,23.260164,44.0
E10000015,82.56262,85.0
E06000016,16.374304,20.0
E10000016,79.674355,102.0
E08000017,19.720333,15.0
E06000018,15.997177,16.0
E08000002,14.483757,24.0
E06000050,22.959606,28.0
E06000045,19.462608,13.0
E10000027,12.531008,15.0
E09000017,29.49805,18.0
E06000001,8.638588,6.0
E10000031,33.242653,32.0
E10000006,59.915443,87.0
E10000030,82.88344,80.0
E08000019,83.93839,50.0
E06000055,13.612463,20.0
E10000020,29.628778,57.0
E10000003,24.65424,27.0
E06000044,10.050552,11.0
E09000004,23.208668,16.0
E10000019,28.147411,15.0
E06000020,12.085552,6.0
E09000029,24.275463,29.0
E06000012,8.796869,4.0
E09000015,36.40183,25.0
E06000030,10.256858,15.0
E10000018,26.977674,18.0
E10000012,86.222435,91.0
E09000008,54.193935,56.0
E06000054,15.16168,10.0
E08000015,21.915848,49.0
E08000008,16.693,27.0
E06000006,12.590699,14.0
E06000052,18.885872,16.0
E09000023,37.46762,23.0
E08000009,18.509874,31.0
E10000025,41.08684,58.0
E06000007,19.68939,38.0
E08000036,17.182968,25.0
E09000021,14.284632,18.0
E09000009,19.690578,21.0
E08000004,40.687572,36.0
E08000005,19.580347,31.0
E08000027,17.922232,36.0
E09000016,28.722206,16.0
E08000014,21.269617,31.0
E10000024,26.028214,33.0
E06000022,41.177,33.0
E08000023,8.608662,8.0
E09000018,14.715511,19.0
E06000037,26.92449,23.0
E08000007,8.994453,5.0
E08000010,21.233397,30.0
E06000040,22.6322,27.0
E10000011,12.1010275,3.0
E06000036,22.307732,18.0
E10000014,9.980905,10.0
E06000046,81.71412,86.0
E10000034,8.219069,5.0
E08000021,41.310116,41.0
E08000034,32.058327,30.0
E06000027,21.14534,21.0
E06000032,10.02907,3.0
E06000026,10.1518135,35.0
E10000028,21.298223,4.0
E10000032,49.50167,49.0
E06000033,15.860274,5.0
E06000013,32.298717,39.0
E09000022,10.057631,10.0
E08000026,49.70619,32.0
E09000027,27.376549,10.0
E08000013,20.721897,9.0
E06000041,23.9868,15.0
E06000047,16.077974,12.0
E06000017,24.56392,54.0
E10000021,10.230129,1.0
E08000025,44.88717,33.0
E10000008,123.113,88.0
E08000018,17.413944,12.0
E06000005,28.589796,21.0
E10000017,8.066353,20.0
E06000009,78.45718,99.0
E08000030,11.063305,13.0
E06000057,31.685062,19.0
E06000038,14.943636,35.0
E10000007,12.709785,13.0
E10000023,43.527565,43.0
E06000031,26.003635,29.0
E08000033,9.895334,5.0
E06000043,12.709497,10.0
E09000003,12.616346,19.0
E06000014,54.2635,49.0
E10000029,9.64324,10.0
E10000002,26.929739,38.0
E09000006,28.332745,32.0
E08000011,19.230057,19.0
E06000021,16.03168,18.0
E09000026,29.04716,29.0
E06000056,16.541725,16.0
E06000002,18.300339,5.0
E06000034,42.96273,43.0
