n,o,l
oise,37.785892,9.0
meurthe_et_moselle,1.6503739,1.0
alpes_maritimes,2.4388483,0.0
marne,8.149511,0.0
loire,0.0,0.0
ain,5.9413013,7.0
pyrenees_atlantiques,0.23718074,1.0
var,12.544849,1.0
aude,3.501815,4.0
ardennes,0.0,2.0
loir_et_cher,0.0,0.0
somme,11.392558,5.0
hautes_pyrenees,2.3760483,1.0
haute_garonne,1.5154725,1.0
bouches_du_rhone,9.312593,0.0
bas_rhin,76.96966,23.0
cantal,0.0,0.0
landes,0.0,0.0
rhone,8.245472,1.0
calvados,1.1972526,1.0
cote_d'or,0.65260047,0.0
eure_et_loir,18.162907,0.0
meuse,0.4757416,0.0
indre_et_loire,0.2712036,1.0
aube,8.6302185,6.0
indre,5.8720307,10.0
val_de_marne,54.54003,9.0
haute_marne,0.0,0.0
herault,20.062334,3.0
gard,4.15509,1.0
paris,89.4163,28.0
haute_vienne,0.0,2.0
ardeche,0.3814678,0.0
vaucluse,1.3417373,0.0
drome,0.5356212,1.0
pas_de_calais,11.38089,7.0
loiret,9.03782,0.0
yvelines,22.872824,2.0
jura,0.8912331,0.0
tarn_et_garonne,4.492613,0.0
manche,0.37594578,0.0
territoire_de_belfort,1.5522778,0.0
eure,20.503485,2.0
val_d'oise,27.470184,13.0
pyrenees_orientales,0.0,0.0
hauts_de_seine,69.55705,13.0
moselle,31.033838,0.0
isere,52.37773,14.0
essonne,0.0,0.0
nievre,1.2440755,3.0
vosges,11.105674,1.0
lot,0.0,0.0
haute_saone,2.3965843,1.0
seine_maritime,8.027552,0.0
dordogne,0.0,0.0
alpes_de_haute_provence,0.0,0.0
puy_de_dome,4.2230687,7.0
haut_rhin,27.345755,5.0
charente_maritime,0.6055414,0.0
vienne,0.0,0.0
nord,13.2798,3.0
saone_et_loire,5.777756,0.0
haute_loire,0.0,1.0
charente,0.16639042,0.0
loire_atlantique,0.0,0.0
aisne,0.0,1.0
tarn,13.798162,0.0
gironde,0.0,0.0
cher,6.8519883,1.0
mayenne,8.218353,0.0
doubs,0.0,0.0
seine_et_marne,3.506489,22.0
correze,44.73303,0.0
gers,0.0,0.0
orne,0.10752537,0.0
maine_et_loire,0.003577575,0.0
seine_saint_denis,63.144737,24.0
yonne,0.015528999,0.0
lot_et_garonne,0.0,2.0
haute_savoie,8.51285,2.0
savoie,0.0,0.0
