n,o,l
tarragona,9.456949,0.0
almeria,4.61439,13.0
guadalajara,30.67295,51.0
lleida,10.822336,6.0
araba/alava,54.204357,0.0
bizkaia,97.576294,0.0
granada,36.833824,46.0
burgos,18.353703,168.0
alicante,26.200777,61.0
valladolid,54.50808,28.0
cuenca,31.993103,130.0
cordoba,6.8809123,15.0
jaen,9.881216,30.0
malaga,34.145706,92.0
valencia,52.96776,63.0
toledo,63.34826,109.0
avila,32.9644,38.0
barcelona,266.58777,253.0
zamora,5.395427,13.0
ciudad_real,91.47162,67.0
palencia,27.707012,11.0
castellon,27.818413,27.0
leon,48.179924,37.0
girona,59.096424,0.0
caceres,8.817505,12.0
gipuzkoa,20.559174,0.0
cadiz,6.809642,20.0
badajoz,4.284544,1.0
albacete,39.156105,88.0
sevilla,12.115516,13.0
salamanca,44.842606,37.0
soria,24.006723,26.0
huelva,2.807906,20.0
segovia,20.34225,69.0
