n,o,l
oise,24.876297,78.0
loire_atlantique,1.23566,5.0
calvados,5.1324253,11.0
hauts_de_seine,84.920456,139.0
tarn_et_garonne,0.46995908,2.0
val_de_marne,41.49344,81.0
alpes_de_haute_provence,0.39550796,4.0
vosges,9.435963,31.0
haute_saone,7.2552,6.0
vaucluse,5.6860766,13.0
charente_maritime,1.0684762,5.0
ardeche,0.52175695,8.0
savoie,0.26698926,3.0
loir_et_cher,1.0526998,0.0
haute_marne,0.38729328,3.0
alpes_maritimes,4.4150424,33.0
drome,3.2860239,4.0
meuse,0.28611398,1.0
aude,3.6021225,14.0
herault,42.340725,58.0
manche,1.6978412,10.0
yvelines,28.717274,48.0
seine_et_marne,25.436035,72.0
ain,3.327759,9.0
indre_et_loire,2.5846527,9.0
correze,0.09525255,0.0
bouches_du_rhone,97.335846,216.0
loiret,8.242145,26.0
moselle,10.148095,17.0
nord,5.5269475,13.0
vienne,0.0,0.0
eure_et_loir,12.464861,28.0
puy_de_dome,3.1697152,11.0
rhone,12.279684,23.0
ardennes,0.7746748,5.0
charente,0.011043437,2.0
aisne,2.987645,27.0
var,0.9919517,9.0
lot_et_garonne,0.0,2.0
loire,0.021850549,1.0
pyrenees_orientales,0.0,0.0
nievre,0.6208832,5.0
aube,5.46074,14.0
maine_et_loire,0.0,1.0
haute_savoie,13.927974,34.0
saone_et_loire,2.3202906,12.0
doubs,4.594217,3.0
pyrenees_atlantiques,1.2266041,12.0
pas_de_calais,1.6909573,14.0
indre,5.4532285,10.0
cote_d'or,1.1860172,6.0
seine_maritime,8.646751,22.0
marne,8.359997,14.0
yonne,0.0,0.0
haute_vienne,0.7706665,3.0
seine_saint_denis,68.42679,119.0
bas_rhin,10.893802,44.0
lot,0.10314654,1.0
landes,22.351574,58.0
haut_rhin,0.9258741,3.0
orne,0.012875773,4.0
isere,1.4768239,4.0
territoire_de_belfort,3.9087918,5.0
haute_garonne,6.759839,24.0
dordogne,0.2980687,2.0
paris,125.1625,182.0
gard,2.5347967,12.0
mayenne,0.0,0.0
val_d'oise,58.244755,102.0
gironde,10.276242,28.0
cher,8.8924885,8.0
eure,5.6793313,12.0
jura,0.19367474,2.0
tarn,0.5692252,2.0
haute_loire,0.6609998,0.0
somme,6.5770555,14.0
gers,1.1804703,6.0
cantal,0.24661791,1.0
meurthe_et_moselle,4.186011,9.0
hautes_pyrenees,1.3737057,8.0
essonne,57.45786,81.0
