n,o,l
oise,14.903518,25.0
meurthe_et_moselle,2.28796,1.0
alpes_maritimes,3.201931,0.0
marne,6.315274,0.0
loire,2.7209663,0.0
ain,8.861999,3.0
pyrenees_atlantiques,10.970155,2.0
var,4.5770493,12.0
aude,2.0823674,0.0
ardennes,1.6983447,2.0
loir_et_cher,0.54139984,0.0
somme,10.514816,11.0
hautes_pyrenees,2.160131,0.0
haute_garonne,2.774087,3.0
bouches_du_rhone,6.548904,5.0
bas_rhin,30.995731,51.0
cantal,1.7849573,0.0
landes,1.2923836,0.0
rhone,6.1173763,1.0
calvados,1.2703964,0.0
cote_d'or,1.5237646,0.0
eure_et_loir,5.336846,7.0
meuse,3.709157,0.0
indre_et_loire,0.75740856,1.0
aube,7.5645685,2.0
indre,11.704256,3.0
val_de_marne,24.806208,4.0
haute_marne,2.240789,0.0
herault,13.569627,14.0
gard,6.7939405,17.0
paris,34.012142,8.0
haute_vienne,1.6467191,5.0
ardeche,1.3019054,0.0
vaucluse,1.8810933,1.0
drome,0.69411814,4.0
pas_de_calais,13.227027,3.0
loiret,0.9305285,1.0
yvelines,19.643118,8.0
jura,5.4516516,10.0
tarn_et_garonne,1.4921975,0.0
manche,1.0281575,1.0
territoire_de_belfort,4.250781,0.0
eure,10.543511,4.0
val_d'oise,17.716587,8.0
pyrenees_orientales,2.4313111,0.0
hauts_de_seine,20.04203,3.0
moselle,15.109148,0.0
isere,50.823753,0.0
essonne,1.2364618,6.0
nievre,3.8882756,0.0
vosges,1.2669904,7.0
lot,0.9845327,0.0
haute_saone,2.1175776,0.0
seine_maritime,5.85042,1.0
dordogne,0.4550579,0.0
alpes_de_haute_provence,1.7269002,0.0
puy_de_dome,2.4360747,1.0
haut_rhin,6.1783752,0.0
charente_maritime,2.2279592,0.0
vienne,0.9797091,0.0
nord,8.656853,9.0
saone_et_loire,4.496853,0.0
haute_loire,1.7120042,0.0
charente,1.8751816,0.0
loire_atlantique,0.98767984,0.0
aisne,0.43957418,0.0
tarn,10.029153,1.0
gironde,1.6587912,0.0
cher,3.4316244,1.0
mayenne,6.4509664,5.0
doubs,1.4209611,1.0
seine_et_marne,3.20683,1.0
correze,26.76067,8.0
gers,1.0718782,0.0
orne,3.4987102,3.0
maine_et_loire,3.8936634,1.0
seine_saint_denis,44.901306,4.0
yonne,1.1914207,0.0
lot_et_garonne,0.43793657,1.0
haute_savoie,5.647895,6.0
savoie,1.7892399,0.0
