n,o,l
E08000016,26.95906,2.0
E09000001,3.7816195,0.0
E06000051,17.560493,7.0
E06000039,12.278726,5.0
E09000005,68.774956,37.0
E09000020,22.718988,6.0
E08000001,22.850172,15.0
E06000004,17.511492,12.0
E08000012,54.856083,46.0
E09000010,31.043142,12.0
E09000002,23.788507,16.0
E08000022,23.285227,20.0
E08000031,25.753273,10.0
E10000013,38.135517,31.0
E08000032,28.967121,28.0
E08000035,36.871593,36.0
E08000003,38.576145,36.0
E06000035,25.614304,19.0
E06000042,19.89655,21.0
E06000008,13.996602,8.0
E06000059,15.952146,6.0
E06000015,31.376469,2.0
E06000011,15.52781,10.0
E08000024,41.599987,49.0
E06000003,14.562354,8.0
E06000024,10.843518,4.0
E06000049,27.11476,27.0
E08000037,29.459963,20.0
E10000015,97.8252,62.0
E06000016,25.876053,20.0
E10000016,97.86269,72.0
E08000017,22.931618,0.0
E06000018,19.150705,11.0
E08000002,17.06402,17.0
E06000050,29.972042,31.0
E06000045,21.624426,12.0
E10000027,15.688676,9.0
E09000017,27.79255,24.0
E06000001,6.1937666,3.0
E10000031,43.729404,16.0
E10000006,71.65246,79.0
E10000030,93.046555,66.0
E08000019,82.71272,66.0
E06000055,14.566762,5.0
E10000020,33.905674,35.0
E10000003,24.31092,26.0
E06000044,8.007736,10.0
E09000004,26.821604,17.0
E10000019,31.152391,21.0
E06000020,12.778364,9.0
E09000029,33.012146,10.0
E06000012,6.5815787,2.0
E09000015,38.36946,26.0
E06000030,11.836905,10.0
E10000018,34.44953,31.0
E10000012,104.19519,54.0
E09000008,64.83041,36.0
E06000054,10.362252,18.0
E08000015,35.87548,43.0
E08000008,20.684607,14.0
E06000006,15.006789,15.0
E06000052,23.192503,11.0
E09000023,45.88123,28.0
E08000009,26.193789,19.0
E10000025,54.14749,49.0
E06000007,24.082516,23.0
E08000036,21.26516,21.0
E09000021,17.38268,9.0
E09000009,19.538834,9.0
E08000004,42.836327,14.0
E08000005,24.608973,13.0
E08000027,18.552443,11.0
E09000016,32.16778,20.0
E08000014,28.048708,20.0
E10000024,31.553854,27.0
E06000022,47.583374,20.0
E08000023,8.37102,5.0
E09000018,15.038905,15.0
E06000037,32.99365,19.0
E08000007,12.80745,6.0
E08000010,29.45367,26.0
E06000040,25.06633,22.0
E10000011,9.916252,4.0
E06000036,24.463614,12.0
E10000014,10.824014,4.0
E06000046,95.057014,74.0
E10000034,5.901994,2.0
E08000021,45.090725,24.0
E08000034,38.888233,25.0
E06000027,26.224968,12.0
E06000032,7.380141,3.0
E06000026,12.077842,1.0
E10000028,24.861479,27.0
E10000032,58.732586,32.0
E06000033,32.096966,27.0
E06000013,19.418055,8.0
E09000022,9.967238,0.0
E08000026,55.254356,17.0
E09000027,31.171228,10.0
E08000013,21.062605,7.0
E06000041,30.419432,19.0
E06000047,16.4434,8.0
E06000017,38.466484,26.0
E10000021,4.0465217,1.0
E08000025,54.434166,34.0
E10000008,135.68753,70.0
E08000018,23.702478,20.0
E06000005,31.231617,9.0
E10000017,7.566801,2.0
E06000009,95.14213,94.0
E08000030,14.292472,3.0
E06000057,43.462612,17.0
E06000038,26.542105,23.0
E10000007,16.29239,8.0
E10000023,49.224148,8.0
E06000031,31.002668,22.0
E08000033,9.314453,6.0
E06000043,14.138312,3.0
E09000003,17.316893,11.0
E06000014,59.76562,40.0
E10000029,12.032788,4.0
E10000002,30.622969,31.0
E09000006,31.52845,12.0
E08000011,24.213118,15.0
E06000021,17.293034,7.0
E09000026,32.621235,22.0
E06000056,21.210491,21.0
E06000002,22.87634,16.0
E06000034,49.865955,26.0
