n,o,l
oise,29.230844,0.0
meurthe_et_moselle,1.7970773,0.0
alpes_maritimes,2.519895,1.0
marne,7.0929956,2.0
loire,0.0,0.0
ain,4.4127502,68.0
pyrenees_atlantiques,0.6537235,0.0
var,10.638018,0.0
aude,2.9925268,0.0
ardennes,0.302691,0.0
loir_et_cher,0.0,0.0
somme,10.4416065,0.0
hautes_pyrenees,2.614944,0.0
haute_garonne,2.4161243,2.0
bouches_du_rhone,9.03245,0.0
bas_rhin,62.249928,9.0
cantal,0.0,2.0
landes,0.0,0.0
rhone,9.323647,0.0
calvados,1.7180088,2.0
cote_d'or,1.4361992,0.0
eure_et_loir,17.370737,1.0
meuse,0.74049276,0.0
indre_et_loire,0.7700281,0.0
aube,6.803286,0.0
indre,6.1979494,0.0
val_de_marne,43.090427,6.0
haute_marne,0.0,0.0
herault,18.6075,5.0
gard,4.265716,1.0
paris,70.16739,35.0
haute_vienne,0.01317405,0.0
ardeche,0.4614906,0.0
vaucluse,1.675386,0.0
drome,0.9847172,0.0
pas_de_calais,10.311771,0.0
loiret,8.469891,0.0
yvelines,18.613024,3.0
jura,1.5216988,0.0
tarn_et_garonne,2.9201534,0.0
manche,0.80866486,0.0
territoire_de_belfort,1.7787015,0.0
eure,15.505317,0.0
val_d'oise,23.90521,25.0
pyrenees_orientales,0.0,0.0
hauts_de_seine,56.223972,4.0
moselle,18.36452,1.0
isere,39.645054,17.0
essonne,0.3336219,0.0
nievre,1.5292336,0.0
vosges,11.399715,0.0
lot,0.0050248057,0.0
haute_saone,2.8196702,1.0
seine_maritime,8.056247,0.0
dordogne,0.0,0.0
alpes_de_haute_provence,0.0,0.0
puy_de_dome,4.0590353,2.0
haut_rhin,21.617064,0.0
charente_maritime,1.2546827,1.0
vienne,0.0,0.0
nord,9.84365,0.0
saone_et_loire,6.3820353,6.0
haute_loire,0.0,0.0
charente,0.36234638,0.0
loire_atlantique,0.23418593,0.0
aisne,0.0,0.0
tarn,13.335642,0.0
gironde,0.04099741,0.0
cher,7.036016,0.0
mayenne,5.932258,0.0
doubs,0.0,0.0
seine_et_marne,3.8523102,5.0
correze,36.051186,0.0
gers,0.061778795,0.0
orne,0.653426,0.0
maine_et_loire,0.30110547,0.0
seine_saint_denis,52.467144,7.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
haute_savoie,7.842572,0.0
savoie,0.0,0.0
