n,o,l
oise,7.085667,9.0
meurthe_et_moselle,0.26966196,0.0
alpes_maritimes,0.18246298,0.0
marne,0.5442962,0.0
loire,0.8563388,1.0
ain,3.58631,0.0
pyrenees_atlantiques,2.1510377,0.0
var,1.1142553,5.0
aude,0.2567055,0.0
ardennes,0.38390642,0.0
loir_et_cher,0.0,0.0
somme,4.458423,4.0
hautes_pyrenees,0.46829352,0.0
haute_garonne,2.1933348,7.0
bouches_du_rhone,1.3731447,0.0
bas_rhin,16.589518,11.0
cantal,0.0,1.0
landes,0.0,0.0
rhone,0.0,0.0
calvados,3.1472247,0.0
cote_d'or,0.42563415,0.0
eure_et_loir,2.0255942,1.0
meuse,0.58148915,0.0
indre_et_loire,0.08899394,2.0
aube,2.0702362,1.0
indre,6.8641605,0.0
val_de_marne,13.016139,8.0
haute_marne,0.0,0.0
herault,7.178899,13.0
gard,2.0796459,3.0
paris,17.968935,11.0
haute_vienne,0.35613987,0.0
ardeche,0.045598198,0.0
vaucluse,0.04372013,0.0
drome,0.28890318,0.0
pas_de_calais,5.82082,5.0
loiret,0.21893618,2.0
yvelines,9.778005,4.0
jura,1.6776944,2.0
tarn_et_garonne,0.0,0.0
manche,0.0,0.0
territoire_de_belfort,0.2218442,0.0
eure,4.6443734,1.0
val_d'oise,7.776826,5.0
pyrenees_orientales,0.04218665,0.0
hauts_de_seine,7.9707427,4.0
moselle,3.9899607,0.0
isere,25.450848,0.0
essonne,0.0,14.0
nievre,0.46898845,0.0
vosges,0.0,1.0
lot,0.0,0.0
haute_saone,2.1409154,3.0
seine_maritime,0.6417518,1.0
dordogne,0.0,0.0
alpes_de_haute_provence,0.0,0.0
puy_de_dome,0.69244766,10.0
haut_rhin,1.4345769,0.0
charente_maritime,0.5596694,0.0
vienne,0.0,2.0
nord,3.9198608,10.0
saone_et_loire,1.7784563,5.0
haute_loire,0.0889983,0.0
charente,0.0,0.0
loire_atlantique,0.0,0.0
aisne,3.8253107,0.0
tarn,0.0,4.0
gironde,0.4928089,0.0
cher,1.6295325,1.0
mayenne,0.0,1.0
doubs,0.59740174,0.0
seine_et_marne,15.494084,0.0
correze,0.0,2.0
gers,0.8094122,0.0
orne,1.1370887,6.0
maine_et_loire,0.0,1.0
seine_saint_denis,20.18553,3.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
haute_savoie,5.306685,0.0
savoie,0.0,0.0
