n,o,l
oise,5.7488155,9.0
loire_atlantique,0.0,0.0
calvados,0.03475997,0.0
hauts_de_seine,1.0242835,4.0
tarn_et_garonne,0.02207788,0.0
val_de_marne,1.949206,8.0
alpes_de_haute_provence,0.06358943,0.0
vosges,0.08475042,1.0
haute_saone,0.5129959,3.0
vaucluse,0.08716901,0.0
charente_maritime,0.058358915,0.0
ardeche,0.06884148,0.0
savoie,0.0,0.0
loir_et_cher,0.041341625,0.0
haute_marne,0.041722417,0.0
alpes_maritimes,0.041946836,0.0
drome,0.07742157,0.0
meuse,0.03747926,0.0
aude,0.0724182,0.0
herault,3.581401,13.0
manche,0.078470536,0.0
yvelines,0.5006753,4.0
seine_et_marne,1.3626375,2.0
ain,0.06593296,0.0
indre_et_loire,0.07218939,2.0
correze,0.06011285,0.0
bouches_du_rhone,9.493826,11.0
loiret,0.07067021,2.0
moselle,0.021929689,0.0
nord,2.041984,10.0
vienne,0.028334066,2.0
eure_et_loir,0.2165343,1.0
puy_de_dome,0.076280884,10.0
rhone,0.4396737,5.0
ardennes,0.10487536,0.0
charente,0.0,0.0
aisne,0.06336899,4.0
var,0.08956941,0.0
lot_et_garonne,0.037863567,0.0
loire,0.04163924,1.0
pyrenees_orientales,0.058946103,0.0
nievre,0.02358511,0.0
aube,0.06507655,1.0
maine_et_loire,0.03475441,0.0
haute_savoie,0.10156003,0.0
saone_et_loire,0.02858916,5.0
doubs,0.05721641,0.0
pyrenees_atlantiques,0.06277431,0.0
pas_de_calais,5.1414146,5.0
indre,0.08623165,0.0
cote_d'or,0.02832003,0.0
seine_maritime,0.08271208,1.0
marne,0.064062834,0.0
yonne,0.038579166,0.0
haute_vienne,0.07613245,0.0
seine_saint_denis,1.3904227,3.0
bas_rhin,0.27809697,0.0
lot,0.0,0.0
landes,0.041673273,0.0
haut_rhin,0.5635853,1.0
orne,0.08954421,0.0
isere,0.0,0.0
territoire_de_belfort,0.0,0.0
haute_garonne,0.1161002,7.0
dordogne,0.0,0.0
paris,9.215698,11.0
gard,1.7646531,3.0
mayenne,0.03790704,0.0
val_d'oise,0.6049367,5.0
gironde,0.07133226,1.0
cher,0.36818373,1.0
eure,0.50370693,1.0
jura,0.095171966,2.0
tarn,0.04059059,0.0
haute_loire,0.0,0.0
somme,0.93244314,4.0
gers,0.27116922,6.0
cantal,0.0894227,1.0
meurthe_et_moselle,0.06310377,0.0
hautes_pyrenees,0.068523824,0.0
essonne,7.111058,14.0
