n,o,l
oise,47.47203,41.0
meurthe_et_moselle,5.431392,2.0
alpes_maritimes,11.687254,0.0
marne,12.992836,15.0
loire,0.17085013,10.0
ain,3.0926633,12.0
pyrenees_atlantiques,4.055976,1.0
var,12.593413,11.0
aude,4.5843635,0.0
ardennes,0.8221575,1.0
loir_et_cher,0.18066406,0.0
somme,12.951966,23.0
hautes_pyrenees,2.5964472,10.0
haute_garonne,6.573207,5.0
bouches_du_rhone,17.068247,25.0
bas_rhin,89.37967,112.0
cantal,0.016275272,1.0
landes,0.38046217,1.0
rhone,3.6309752,6.0
calvados,6.761086,3.0
cote_d'or,3.3593035,1.0
eure_et_loir,17.408913,19.0
meuse,1.7116647,0.0
indre_et_loire,1.3942199,4.0
aube,10.563405,21.0
indre,9.9460945,13.0
val_de_marne,62.38075,62.0
haute_marne,0.35047954,0.0
herault,37.76315,14.0
gard,10.1272135,10.0
paris,124.84588,115.0
haute_vienne,0.24144168,0.0
ardeche,0.75925666,4.0
vaucluse,6.225101,7.0
drome,2.7631845,3.0
pas_de_calais,9.844865,21.0
loiret,13.968053,1.0
yvelines,33.499588,52.0
jura,1.2666607,2.0
tarn_et_garonne,0.38242763,0.0
manche,1.6377473,8.0
territoire_de_belfort,2.812533,2.0
eure,10.653172,31.0
val_d'oise,50.213745,34.0
pyrenees_orientales,0.17527983,1.0
hauts_de_seine,95.57382,83.0
moselle,28.117205,7.0
isere,59.53432,41.0
essonne,1.217283,3.0
nievre,3.2523577,8.0
vosges,17.024776,9.0
lot,0.24104078,1.0
haute_saone,11.634948,24.0
seine_maritime,4.3577657,12.0
dordogne,0.25920913,0.0
alpes_de_haute_provence,0.5498355,2.0
puy_de_dome,6.030436,18.0
haut_rhin,52.364693,18.0
charente_maritime,2.067954,2.0
vienne,0.2225519,0.0
nord,10.641378,17.0
saone_et_loire,5.202823,11.0
haute_loire,0.22122051,6.0
charente,0.029860519,0.0
loire_atlantique,0.7622006,0.0
aisne,16.167683,0.0
tarn,0.17821226,17.0
gironde,13.247428,1.0
cher,9.709207,7.0
mayenne,0.0,10.0
doubs,4.6695514,1.0
seine_et_marne,49.143753,7.0
correze,0.19230515,99.0
gers,1.488809,0.0
orne,0.23306115,12.0
maine_et_loire,0.024810746,3.0
seine_saint_denis,89.31892,77.0
yonne,0.11823161,4.0
lot_et_garonne,0.090181366,0.0
haute_savoie,17.87967,7.0
savoie,0.06999866,0.0
