n,o,l
oise,66.55816,74.0
meurthe_et_moselle,21.472609,10.0
alpes_maritimes,24.11542,5.0
marne,23.623732,25.0
loire,0.0,1.0
ain,9.583492,9.0
pyrenees_atlantiques,9.667741,2.0
var,22.767195,25.0
aude,12.470885,7.0
ardennes,6.6672497,5.0
loir_et_cher,0.0,3.0
somme,13.798158,26.0
hautes_pyrenees,11.25162,8.0
haute_garonne,16.869707,4.0
bouches_du_rhone,38.78067,21.0
bas_rhin,209.17416,81.0
cantal,0.0,0.0
landes,0.36831343,1.0
rhone,6.9097238,14.0
calvados,7.341592,10.0
cote_d'or,4.684394,9.0
eure_et_loir,25.599796,31.0
meuse,0.36998233,7.0
indre_et_loire,10.89061,2.0
aube,18.31224,14.0
indre,22.5624,14.0
val_de_marne,88.17983,98.0
haute_marne,2.0884244,3.0
herault,58.673786,41.0
gard,12.582567,17.0
paris,189.01184,166.0
haute_vienne,4.116118,1.0
ardeche,5.429897,2.0
vaucluse,20.417513,7.0
drome,2.9727335,7.0
pas_de_calais,14.12391,20.0
loiret,27.260511,19.0
yvelines,59.1505,40.0
jura,1.3845968,4.0
tarn_et_garonne,0.83688056,0.0
manche,9.132056,5.0
territoire_de_belfort,4.538485,6.0
eure,16.748339,29.0
val_d'oise,86.36275,46.0
pyrenees_orientales,0.0,3.0
hauts_de_seine,149.53426,124.0
moselle,56.778835,47.0
isere,76.885445,98.0
essonne,4.885096,2.0
nievre,2.600116,7.0
vosges,26.25464,20.0
lot,0.0,2.0
haute_saone,9.659703,10.0
seine_maritime,18.579441,24.0
dordogne,0.4183387,3.0
alpes_de_haute_provence,4.259987,1.0
puy_de_dome,9.144686,13.0
haut_rhin,72.173065,45.0
charente_maritime,7.964157,5.0
vienne,0.0,2.0
nord,13.971066,30.0
saone_et_loire,11.635858,12.0
haute_loire,0.0,0.0
charente,2.6820514,4.0
loire_atlantique,0.229714,2.0
aisne,2.1594884,2.0
tarn,26.811068,23.0
gironde,3.644248,3.0
cher,32.89458,21.0
mayenne,13.465871,4.0
doubs,0.0,0.0
seine_et_marne,8.82672,6.0
correze,68.19093,78.0
gers,0.0,1.0
orne,5.110561,3.0
maine_et_loire,0.7086387,2.0
seine_saint_denis,113.80081,128.0
yonne,1.1680224,4.0
lot_et_garonne,0.0,1.0
haute_savoie,31.354025,14.0
savoie,0.0,0.0
