n,o,l
tarragona,21.706305,0.0
almeria,9.182816,13.0
guadalajara,38.814434,51.0
lleida,22.9406,6.0
araba/alava,53.817894,0.0
bizkaia,152.67409,0.0
granada,47.824924,46.0
burgos,22.423552,168.0
alicante,31.56617,61.0
valladolid,71.720665,28.0
cuenca,39.03024,130.0
cordoba,16.74227,15.0
jaen,14.48434,30.0
malaga,85.587204,92.0
valencia,65.427895,63.0
toledo,68.696724,109.0
avila,35.937492,38.0
barcelona,560.7138,253.0
zamora,8.480808,13.0
ciudad_real,122.83653,67.0
palencia,28.390707,11.0
castellon,43.0174,27.0
leon,73.79261,37.0
girona,125.87045,0.0
caceres,23.337389,12.0
gipuzkoa,40.13106,0.0
cadiz,46.1402,20.0
badajoz,12.612317,1.0
albacete,5.914214,88.0
sevilla,29.560232,13.0
salamanca,42.836502,37.0
soria,62.435017,26.0
huelva,4.322463,20.0
segovia,42.192127,69.0
