n,o,l
E08000016,7.155426,9.0
E09000001,0.0,0.0
E06000051,5.4281583,9.0
E06000039,2.856978,3.0
E09000005,3.3105597,0.0
E09000020,0.26439726,0.0
E08000001,5.567079,9.0
E06000004,5.2777014,10.0
E08000012,8.115896,3.0
E09000010,0.6502519,0.0
E09000002,0.18509385,1.0
E08000022,2.2211452,3.0
E08000031,5.507542,2.0
E10000013,7.8844314,0.0
E08000032,15.378086,6.0
E08000035,12.262056,11.0
E08000003,7.8638444,15.0
E06000035,2.5508633,6.0
E06000042,2.2357092,1.0
E06000008,1.4541472,1.0
E06000059,1.4805473,0.0
E06000015,0.80109566,4.0
E06000011,10.293083,4.0
E08000024,9.725514,4.0
E06000003,1.7604507,7.0
E06000024,2.8608088,8.0
E06000049,8.318171,5.0
E08000037,9.389263,1.0
E10000015,21.075151,5.0
E06000016,4.222061,10.0
E10000016,36.12127,25.0
E08000017,8.5545025,12.0
E06000018,2.101883,0.0
E08000002,3.4489298,1.0
E06000050,8.434477,4.0
E06000045,3.978567,3.0
E10000027,4.3905644,11.0
E09000017,0.9301396,8.0
E06000001,1.3704804,6.0
E10000031,8.040351,0.0
E10000006,14.309931,2.0
E10000030,13.052216,11.0
E08000019,15.439537,13.0
E06000055,3.4892461,3.0
E10000020,26.422495,13.0
E10000003,11.923172,14.0
E06000044,0.24111998,2.0
E09000004,2.2551327,2.0
E10000019,5.187735,11.0
E06000020,1.9695568,1.0
E09000029,0.65194577,0.0
E06000012,0.0,3.0
E09000015,2.6863298,1.0
E06000030,1.9815611,7.0
E10000018,6.427647,6.0
E10000012,23.363379,11.0
E09000008,5.0524106,1.0
E06000054,3.1836004,2.0
E08000015,6.298219,8.0
E08000008,3.8747268,9.0
E06000006,0.8456287,0.0
E06000052,2.353342,4.0
E09000023,1.9442655,2.0
E08000009,3.617276,1.0
E10000025,9.915242,26.0
E06000007,3.4468102,3.0
E08000036,4.569029,6.0
E09000021,1.6411971,1.0
E09000009,3.7326202,1.0
E08000004,8.261808,0.0
E08000005,2.9142118,4.0
E08000027,9.263459,3.0
E09000016,2.2100708,3.0
E08000014,3.8001497,1.0
E10000024,6.9196415,8.0
E06000022,0.19964047,12.0
E08000023,6.564495,1.0
E09000018,3.6434145,8.0
E06000037,0.6692162,0.0
E08000007,8.379996,1.0
E08000010,6.6726346,9.0
E06000040,0.7053474,18.0
E10000011,4.897821,0.0
E06000036,0.39095387,1.0
E10000014,20.418348,0.0
E06000046,1.3293227,17.0
E10000034,5.9868703,1.0
E08000021,5.9004292,5.0
E08000034,5.691382,2.0
E06000027,0.17772073,7.0
E06000032,2.7620897,0.0
E06000026,1.1722456,3.0
E10000028,13.421649,0.0
E10000032,8.293053,12.0
E06000033,1.2797866,10.0
E06000013,5.259233,2.0
E09000022,1.360283,3.0
E08000026,4.8978896,1.0
E09000027,1.0939316,5.0
E08000013,2.5389771,0.0
E06000041,1.881166,2.0
E06000047,23.153366,2.0
E06000017,0.0,20.0
E10000021,4.664767,1.0
E08000025,16.487062,16.0
E10000008,4.2982373,18.0
E08000018,5.536188,6.0
E06000005,1.8274444,3.0
E10000017,26.967936,3.0
E06000009,3.3485463,18.0
E08000030,6.0534735,3.0
E06000057,5.7142196,3.0
E06000038,2.9244382,2.0
E10000007,6.8388042,3.0
E10000023,14.383096,10.0
E06000031,3.414257,5.0
E08000033,0.5778878,4.0
E06000043,1.0695115,1.0
E09000003,2.6191134,2.0
E06000014,4.6353927,1.0
E10000029,15.336355,7.0
E10000002,3.564818,7.0
E09000006,3.3904967,7.0
E08000011,6.270535,1.0
E06000021,8.129915,7.0
E09000026,2.2116718,2.0
E06000056,1.8223497,1.0
E06000002,4.2760687,3.0
E06000034,0.4940843,8.0
