n,o,l
E08000016,12.487612,17.0
E09000001,0.48659134,2.0
E06000051,9.481609,10.0
E06000039,8.762675,7.0
E09000005,46.77726,15.0
E09000020,14.2136,7.0
E08000001,30.473846,20.0
E06000004,12.316333,15.0
E08000012,68.159386,30.0
E09000010,28.283737,25.0
E09000002,16.6341,7.0
E08000022,23.010695,7.0
E08000031,19.863523,22.0
E10000013,48.064915,21.0
E08000032,32.610134,21.0
E08000035,49.490604,43.0
E08000003,57.019703,31.0
E06000035,26.737246,19.0
E06000042,15.906963,5.0
E06000008,10.4832535,8.0
E06000059,9.711473,7.0
E06000015,10.156925,9.0
E06000011,15.811686,27.0
E08000024,56.259087,56.0
E06000003,6.3523264,8.0
E06000024,2.7872317,4.0
E06000049,30.147387,22.0
E08000037,37.555157,14.0
E10000015,93.07146,47.0
E06000016,23.499044,28.0
E10000016,119.33485,116.0
E08000017,4.651846,14.0
E06000018,18.035257,18.0
E08000002,21.444159,22.0
E06000050,33.5299,18.0
E06000045,12.439461,17.0
E10000027,12.406874,22.0
E09000017,24.120825,21.0
E06000001,4.3087935,7.0
E10000031,40.486767,27.0
E10000006,88.242294,37.0
E10000030,95.68809,63.0
E08000019,61.411762,64.0
E06000055,13.487675,7.0
E10000020,49.747883,40.0
E10000003,24.944674,22.0
E06000044,7.924818,1.0
E09000004,25.099163,11.0
E10000019,27.836044,26.0
E06000020,5.3939986,10.0
E09000029,24.306858,10.0
E06000012,1.5010983,4.0
E09000015,28.658335,13.0
E06000030,11.473532,17.0
E10000018,25.95217,30.0
E10000012,102.28387,70.0
E09000008,56.71977,25.0
E06000054,11.971647,10.0
E08000015,53.215183,15.0
E08000008,19.060753,8.0
E06000006,15.719929,7.0
E06000052,15.606976,8.0
E09000023,39.417255,14.0
E08000009,24.729822,16.0
E10000025,68.06576,35.0
E06000007,30.490797,20.0
E08000036,23.559858,12.0
E09000021,11.633474,6.0
E09000009,15.697203,9.0
E08000004,35.37978,19.0
E08000005,30.531063,21.0
E08000027,22.177216,26.0
E09000016,21.976748,17.0
E08000014,29.740614,11.0
E10000024,38.824364,15.0
E06000022,35.97787,24.0
E08000023,4.652247,1.0
E09000018,18.035044,25.0
E06000037,23.72132,12.0
E08000007,6.3725443,16.0
E08000010,34.01486,21.0
E06000040,27.02088,30.0
E10000011,2.9253967,6.0
E06000036,19.166079,10.0
E10000014,5.0380917,5.0
E06000046,106.8856,83.0
E10000034,0.9877621,0.0
E08000021,38.56474,31.0
E08000034,35.523182,18.0
E06000027,22.393713,7.0
E06000032,0.99589556,10.0
E06000026,5.0962276,9.0
E10000028,29.738731,9.0
E10000032,53.403194,51.0
E06000033,13.69761,25.0
E06000013,46.44239,7.0
E09000022,2.452779,17.0
E08000026,38.56885,15.0
E09000027,18.87346,25.0
E08000013,9.047511,4.0
E06000041,26.735167,14.0
E06000047,6.967168,8.0
E06000017,59.68268,50.0
E10000021,0.99901617,0.0
E08000025,43.450497,15.0
E10000008,95.96134,54.0
E08000018,21.808298,18.0
E06000005,15.340056,19.0
E10000017,11.231016,13.0
E06000009,119.910355,74.0
E08000030,9.643654,21.0
E06000057,32.06817,35.0
E06000038,30.161243,23.0
E10000007,9.359423,17.0
E10000023,32.874695,23.0
E06000031,30.340485,39.0
E08000033,4.7653356,10.0
E06000043,6.604392,4.0
E09000003,13.124982,8.0
E06000014,49.97509,10.0
E10000029,7.5980215,8.0
E10000002,32.11808,58.0
E09000006,29.51592,11.0
E08000011,21.471,19.0
E06000021,8.937386,16.0
E09000026,31.717482,14.0
E06000056,17.523617,11.0
E06000002,18.799978,16.0
E06000034,38.519848,14.0
