n,o,l
oise,3.434204,6.0
loire_atlantique,0.0,0.0
calvados,0.0,0.0
hauts_de_seine,3.546657,13.0
tarn_et_garonne,0.18601185,1.0
val_de_marne,5.299796,11.0
alpes_de_haute_provence,0.19453244,2.0
vosges,0.17372917,0.0
haute_saone,0.46672893,1.0
vaucluse,0.17900094,2.0
charente_maritime,0.17276707,5.0
ardeche,0.19363222,0.0
savoie,0.16437964,0.0
loir_et_cher,0.18175916,4.0
haute_marne,0.13796447,0.0
alpes_maritimes,0.1778793,0.0
drome,0.17285503,0.0
meuse,0.167032,1.0
aude,0.19108349,1.0
herault,2.618929,9.0
manche,0.16954386,0.0
yvelines,3.3635168,6.0
seine_et_marne,6.1536536,7.0
ain,0.60944754,4.0
indre_et_loire,0.17429796,0.0
correze,0.13787982,0.0
bouches_du_rhone,7.875823,14.0
loiret,0.12064812,0.0
moselle,0.43667576,0.0
nord,3.1916776,5.0
vienne,0.15978925,0.0
eure_et_loir,0.4095575,17.0
puy_de_dome,0.19004312,0.0
rhone,0.1826107,2.0
ardennes,0.18123403,0.0
charente,0.0,0.0
aisne,0.96039474,0.0
var,1.5868573,0.0
lot_et_garonne,0.14043301,1.0
loire,0.12692234,0.0
pyrenees_orientales,0.18615538,0.0
nievre,0.18543768,3.0
aube,0.18853047,2.0
maine_et_loire,0.0,0.0
haute_savoie,2.9330573,0.0
saone_et_loire,0.074060075,0.0
doubs,0.18164659,1.0
pyrenees_atlantiques,0.18858773,17.0
pas_de_calais,4.6785965,1.0
indre,2.3218722,3.0
cote_d'or,0.15922207,0.0
seine_maritime,0.38155922,6.0
marne,0.1885289,0.0
yonne,0.18803528,6.0
haute_vienne,0.18758646,0.0
seine_saint_denis,3.3667002,4.0
bas_rhin,0.4505756,0.0
lot,0.0,0.0
landes,0.62414396,0.0
haut_rhin,0.11759715,2.0
orne,0.1380383,0.0
isere,0.17417903,2.0
territoire_de_belfort,0.18156584,0.0
haute_garonne,0.36751002,11.0
dordogne,0.17380962,0.0
paris,7.087371,4.0
gard,0.47028458,5.0
mayenne,0.07637557,0.0
val_d'oise,1.8081619,6.0
gironde,0.18102834,0.0
cher,0.17166406,1.0
eure,1.736367,4.0
jura,0.17866522,0.0
tarn,0.17796652,0.0
haute_loire,0.16952792,0.0
somme,4.4403234,7.0
gers,0.3418275,1.0
cantal,0.16422145,1.0
meurthe_et_moselle,0.1728219,0.0
hautes_pyrenees,0.18993023,0.0
essonne,8.702961,10.0
