n,o,l
tarragona,76.02273,79.0
almeria,21.963703,18.0
guadalajara,0.030034892,0.0
lleida,106.09422,60.0
araba/alava,190.25826,92.0
bizkaia,353.66214,200.0
granada,107.485725,87.0
burgos,83.711235,45.0
alicante,164.56448,125.0
valladolid,109.80443,102.0
cuenca,0.029987827,0.0
cordoba,52.844948,110.0
jaen,72.01499,53.0
malaga,144.57623,75.0
valencia,23.961645,148.0
toledo,0.030041002,0.0
avila,50.459145,30.0
barcelona,2399.196,1220.0
zamora,10.78327,18.0
ciudad_real,0.030046716,0.0
palencia,33.027264,44.0
castellon,57.725876,43.0
leon,96.705864,59.0
girona,185.30222,150.0
caceres,129.39766,36.0
gipuzkoa,124.61159,0.0
cadiz,57.702866,42.0
badajoz,67.90818,20.0
albacete,0.029388405,0.0
sevilla,122.49877,73.0
salamanca,108.408554,76.0
soria,77.07816,66.0
huelva,16.515533,37.0
segovia,60.199448,80.0
