n,o,l
tarragona,75.96015,0.0
almeria,25.019634,3.0
guadalajara,0.04139956,0.0
lleida,80.31411,53.0
araba/alava,181.81357,82.0
bizkaia,331.35773,259.0
granada,85.3147,39.0
burgos,72.64786,46.0
alicante,156.21712,112.0
valladolid,104.1947,139.0
cuenca,0.04137818,0.0
cordoba,53.823914,20.0
jaen,52.183105,42.0
malaga,109.77443,16.0
valencia,97.375015,179.0
toledo,0.041399553,0.0
avila,50.107883,34.0
barcelona,1757.5165,895.0
zamora,22.994179,38.0
ciudad_real,0.041399572,0.0
palencia,38.057552,47.0
castellon,47.283455,76.0
leon,100.978645,58.0
girona,78.57785,0.0
caceres,149.55899,152.0
gipuzkoa,120.02141,71.0
cadiz,0.041405696,0.0
badajoz,49.680862,61.0
albacete,58.66211,14.0
sevilla,106.81007,60.0
salamanca,58.146057,26.0
soria,116.55055,95.0
huelva,12.855213,8.0
segovia,66.22139,101.0
