n,o,l
tarragona,5.0692525,0.0
almeria,8.411601,0.0
guadalajara,17.874802,26.0
lleida,11.202326,0.0
araba/alava,15.538141,0.0
bizkaia,25.467197,0.0
granada,31.697199,0.0
burgos,64.93808,62.0
alicante,44.176655,82.0
valladolid,34.637802,48.0
cuenca,31.85015,95.0
cordoba,9.998306,0.0
jaen,9.066752,0.0
malaga,32.477993,0.0
valencia,52.6086,91.0
toledo,34.037434,59.0
avila,24.05051,12.0
barcelona,203.73303,0.0
zamora,9.276384,6.0
ciudad_real,49.866165,88.0
palencia,17.065489,8.0
castellon,22.094349,23.0
leon,28.02242,31.0
girona,35.013638,0.0
caceres,7.1778226,5.0
gipuzkoa,4.721134,0.0
cadiz,10.249638,0.0
badajoz,2.3038287,2.0
albacete,37.799854,73.0
sevilla,11.663938,0.0
salamanca,38.084637,112.0
soria,17.539879,75.0
huelva,4.657712,0.0
segovia,24.914713,35.0
