n,o,l
tarragona,11.883571,0.0
almeria,5.650382,0.0
guadalajara,38.60424,58.0
lleida,14.002366,0.0
araba/alava,67.20441,0.0
bizkaia,124.780075,0.0
granada,47.15159,0.0
burgos,23.03403,16.0
alicante,33.095222,80.0
valladolid,68.500244,34.0
cuenca,40.27359,75.0
cordoba,8.593913,0.0
jaen,12.268383,0.0
malaga,42.010796,0.0
valencia,66.7061,75.0
toledo,79.369446,99.0
avila,42.088867,35.0
barcelona,336.16977,0.0
zamora,6.744795,17.0
ciudad_real,117.36221,88.0
palencia,35.19686,25.0
castellon,35.37919,9.0
leon,60.528194,63.0
girona,73.895966,0.0
caceres,10.942505,2.0
gipuzkoa,25.43938,0.0
cadiz,8.56002,49.0
badajoz,5.32177,0.0
albacete,49.109642,4.0
sevilla,15.606343,0.0
salamanca,56.344242,51.0
soria,31.78885,66.0
huelva,3.4677966,0.0
segovia,25.89903,39.0
