n,o,l
oise,24.803125,5.0
loire_atlantique,0.25986654,0.0
calvados,4.095105,1.0
hauts_de_seine,58.298218,9.0
tarn_et_garonne,1.0350783,0.0
val_de_marne,42.063797,8.0
alpes_de_haute_provence,1.7622211,0.0
vosges,5.4729543,0.0
haute_saone,6.01064,2.0
vaucluse,10.397005,0.0
charente_maritime,9.764204,0.0
ardeche,1.9533852,0.0
savoie,0.8225414,0.0
loir_et_cher,0.4979017,0.0
haute_marne,0.98859304,0.0
alpes_maritimes,4.1961484,0.0
drome,1.3245394,0.0
meuse,2.8537216,0.0
aude,4.0883455,0.0
herault,13.136116,8.0
manche,4.809215,0.0
yvelines,27.326166,3.0
seine_et_marne,56.801846,9.0
ain,9.879341,4.0
indre_et_loire,1.1179703,0.0
correze,0.3914506,0.0
bouches_du_rhone,71.42513,12.0
loiret,3.5621443,0.0
moselle,25.516722,0.0
nord,9.914396,0.0
vienne,0.99827677,0.0
eure_et_loir,36.695724,0.0
puy_de_dome,4.7062545,6.0
rhone,6.9617767,0.0
ardennes,1.6276941,5.0
charente,0.8045046,0.0
aisne,7.7114277,1.0
var,5.320627,2.0
lot_et_garonne,0.88903,0.0
loire,1.2652936,0.0
pyrenees_orientales,1.0066566,0.0
nievre,3.4264493,0.0
aube,10.645184,0.0
maine_et_loire,0.25610405,0.0
haute_savoie,16.584204,1.0
saone_et_loire,4.6606827,0.0
doubs,4.3952494,1.0
pyrenees_atlantiques,6.386557,18.0
pas_de_calais,17.271824,2.0
indre,6.801542,1.0
cote_d'or,1.084589,0.0
seine_maritime,13.6036,2.0
marne,18.843071,0.0
yonne,1.1495746,0.0
haute_vienne,1.4354051,0.0
seine_saint_denis,56.98315,10.0
bas_rhin,15.293647,0.0
lot,0.8954869,0.0
landes,18.447441,0.0
haut_rhin,1.15356,0.0
orne,0.7776666,0.0
isere,1.2375275,0.0
territoire_de_belfort,2.7238207,0.0
haute_garonne,3.2986279,0.0
dordogne,0.3629255,0.0
paris,73.18685,50.0
gard,10.785601,1.0
mayenne,0.9338083,0.0
val_d'oise,22.355824,8.0
gironde,4.907864,0.0
cher,6.3278966,0.0
eure,19.74356,5.0
jura,10.93995,2.0
tarn,1.3805057,0.0
haute_loire,1.7836843,0.0
somme,9.582418,2.0
gers,3.0579593,0.0
cantal,0.8145394,4.0
meurthe_et_moselle,4.931181,0.0
hautes_pyrenees,9.796503,1.0
essonne,72.25965,3.0
