n,o,l
oise,64.00426,38.0
loire_atlantique,0.90567297,0.0
calvados,4.4963765,5.0
hauts_de_seine,141.72118,95.0
tarn_et_garonne,0.16878559,0.0
val_de_marne,85.543755,61.0
alpes_de_haute_provence,0.8446446,0.0
vosges,25.286907,25.0
haute_saone,5.181023,7.0
vaucluse,9.874335,4.0
charente_maritime,3.8426278,4.0
ardeche,1.4847212,7.0
savoie,0.0,1.0
loir_et_cher,0.0,2.0
haute_marne,0.2958967,1.0
alpes_maritimes,19.408506,14.0
drome,1.9077094,6.0
meuse,0.92209536,1.0
aude,7.691524,13.0
herault,56.62924,34.0
manche,2.7515295,5.0
yvelines,52.52501,33.0
seine_et_marne,65.2326,79.0
ain,4.341536,23.0
indre_et_loire,3.5665867,6.0
correze,0.0,0.0
bouches_du_rhone,158.42427,106.0
loiret,21.506565,20.0
moselle,35.745922,6.0
nord,9.471115,22.0
vienne,0.0,1.0
eure_et_loir,23.632143,43.0
puy_de_dome,7.1646876,8.0
rhone,18.464785,17.0
ardennes,1.0642031,4.0
charente,0.0,0.0
aisne,22.327106,39.0
var,7.468649,20.0
lot_et_garonne,0.0,1.0
loire,0.0,2.0
pyrenees_orientales,0.0,4.0
nievre,3.2466896,2.0
aube,14.640891,12.0
maine_et_loire,0.0,0.0
haute_savoie,26.362644,27.0
saone_et_loire,7.0095387,10.0
doubs,6.599746,10.0
pyrenees_atlantiques,5.7455297,7.0
pas_de_calais,11.502241,35.0
indre,13.765713,8.0
cote_d'or,2.7168736,2.0
seine_maritime,14.887313,13.0
marne,17.490137,12.0
yonne,0.0,5.0
haute_vienne,0.3970406,4.0
seine_saint_denis,122.55442,81.0
bas_rhin,29.274117,21.0
lot,0.0,0.0
landes,70.421715,0.0
haut_rhin,0.02845586,31.0
orne,0.1578878,0.0
isere,2.971251,7.0
territoire_de_belfort,1.7065488,4.0
haute_garonne,12.2545185,7.0
dordogne,0.0,1.0
paris,181.83969,114.0
gard,11.931402,7.0
mayenne,0.0,0.0
val_d'oise,79.69362,48.0
gironde,22.116339,10.0
cher,12.985772,14.0
eure,9.968455,63.0
jura,1.3213907,3.0
tarn,0.2691841,0.0
haute_loire,0.30247372,1.0
somme,14.549358,20.0
gers,2.3286016,3.0
cantal,0.0,0.0
meurthe_et_moselle,8.066211,3.0
hautes_pyrenees,3.750581,6.0
essonne,75.037895,78.0
