n,o,l
tarragona,1.4352703,0.0
almeria,3.7208598,0.0
guadalajara,33.322346,50.0
lleida,3.5025268,0.0
araba/alava,0.1528029,0.0
bizkaia,0.15278172,0.0
granada,15.391751,0.0
burgos,44.732174,6.0
alicante,33.98924,0.0
valladolid,17.088825,68.0
cuenca,53.58627,188.0
cordoba,4.9513826,0.0
jaen,10.506364,0.0
malaga,21.168623,0.0
valencia,61.595444,0.0
toledo,40.036747,46.0
avila,16.912481,25.0
barcelona,69.39045,0.0
zamora,5.352232,11.0
ciudad_real,33.772408,125.0
palencia,6.267322,18.0
castellon,27.409254,0.0
leon,18.075136,38.0
girona,7.4038177,0.0
caceres,4.099453,6.0
gipuzkoa,0.15204069,0.0
cadiz,6.080817,0.0
badajoz,3.3183107,6.0
albacete,30.838234,101.0
sevilla,8.762462,0.0
salamanca,21.878756,126.0
soria,24.967535,87.0
huelva,2.7932885,0.0
segovia,18.605143,58.0
