n,o,l
oise,3.5367126,19.0
loire_atlantique,0.36227995,0.0
calvados,1.8015584,1.0
hauts_de_seine,9.74379,22.0
tarn_et_garonne,0.0,0.0
val_de_marne,7.5948462,17.0
alpes_de_haute_provence,0.28071636,0.0
vosges,1.6784084,0.0
haute_saone,0.33211496,4.0
vaucluse,1.1843126,2.0
charente_maritime,0.29668438,2.0
ardeche,0.1134527,4.0
savoie,0.0,3.0
loir_et_cher,0.3826979,0.0
haute_marne,0.38000432,2.0
alpes_maritimes,0.0,1.0
drome,0.23964638,0.0
meuse,0.0,7.0
aude,0.9539354,3.0
herault,4.0883,8.0
manche,0.09592378,0.0
yvelines,5.5969143,11.0
seine_et_marne,11.182514,31.0
ain,51.930508,14.0
indre_et_loire,0.3085143,0.0
correze,0.0,1.0
bouches_du_rhone,16.883734,55.0
loiret,0.6309166,0.0
moselle,0.0,5.0
nord,0.6266253,7.0
vienne,0.40551,0.0
eure_et_loir,8.8097,11.0
puy_de_dome,0.94016564,4.0
rhone,0.6091887,4.0
ardennes,0.0,4.0
charente,0.0,0.0
aisne,2.8888702,12.0
var,1.9512222,5.0
lot_et_garonne,0.3483022,0.0
loire,0.39391327,0.0
pyrenees_orientales,0.28357166,1.0
nievre,0.0,3.0
aube,0.511112,9.0
maine_et_loire,0.36227834,1.0
haute_savoie,4.0292296,8.0
saone_et_loire,0.87376595,8.0
doubs,0.42582706,2.0
pyrenees_atlantiques,0.49472287,1.0
pas_de_calais,2.5946975,25.0
indre,0.0,6.0
cote_d'or,0.26976964,1.0
seine_maritime,0.77224743,10.0
marne,0.24043478,7.0
yonne,0.3943961,3.0
haute_vienne,0.39952028,1.0
seine_saint_denis,10.3220625,56.0
bas_rhin,0.8946247,4.0
lot,0.13642976,0.0
landes,0.0,3.0
haut_rhin,1.5728765,1.0
orne,0.13723198,0.0
isere,0.2239182,2.0
territoire_de_belfort,0.25624955,0.0
haute_garonne,0.17336407,13.0
dordogne,0.39878902,0.0
paris,21.593693,42.0
gard,2.303153,8.0
mayenne,0.10812355,0.0
val_d'oise,13.173483,24.0
gironde,0.11130908,1.0
cher,0.0,9.0
eure,5.4711876,19.0
jura,2.2709365,13.0
tarn,0.0,1.0
haute_loire,0.4257355,0.0
somme,1.3164868,18.0
gers,0.0,7.0
cantal,0.710678,1.0
meurthe_et_moselle,0.0,0.0
hautes_pyrenees,0.03741382,7.0
essonne,16.308277,83.0
