n,o,l
oise,54.07475,74.0
loire_atlantique,1.8529747,1.0
calvados,14.9399395,6.0
hauts_de_seine,171.07137,131.0
tarn_et_garonne,3.1458669,3.0
val_de_marne,77.9379,86.0
alpes_de_haute_provence,2.0387225,2.0
vosges,23.34987,29.0
haute_saone,16.187918,7.0
vaucluse,14.37583,4.0
charente_maritime,4.0108824,5.0
ardeche,3.7590265,0.0
savoie,2.530551,0.0
loir_et_cher,5.8454676,2.0
haute_marne,2.1412873,3.0
alpes_maritimes,8.060221,7.0
drome,8.56089,2.0
meuse,0.046927385,6.0
aude,11.153401,9.0
herault,94.206345,41.0
manche,5.750004,2.0
yvelines,58.797443,46.0
seine_et_marne,51.535484,64.0
ain,6.2289367,4.0
indre_et_loire,8.073224,3.0
correze,0.2829781,1.0
bouches_du_rhone,229.03642,114.0
loiret,18.730211,19.0
moselle,25.052246,50.0
nord,15.870355,8.0
vienne,0.0,2.0
eure_et_loir,25.562677,28.0
puy_de_dome,7.398775,10.0
rhone,6.981516,20.0
ardennes,2.0424018,2.0
charente,0.12695016,0.0
aisne,4.4882464,22.0
var,27.635744,18.0
lot_et_garonne,0.10118087,0.0
loire,0.059877306,1.0
pyrenees_orientales,0.0,0.0
nievre,0.8438722,10.0
aube,16.368471,24.0
maine_et_loire,0.06332511,0.0
haute_savoie,42.19623,19.0
saone_et_loire,6.385201,10.0
doubs,14.864939,7.0
pyrenees_atlantiques,4.147153,2.0
pas_de_calais,6.0443854,16.0
indre,11.368757,18.0
cote_d'or,4.641327,6.0
seine_maritime,25.70295,15.0
marne,18.951033,17.0
yonne,1.2460982,0.0
haute_vienne,2.7019496,3.0
seine_saint_denis,117.307526,133.0
bas_rhin,26.11183,17.0
lot,0.10804362,2.0
landes,39.999744,59.0
haut_rhin,3.6353805,1.0
orne,0.11025776,3.0
isere,6.3695745,6.0
territoire_de_belfort,11.141095,1.0
haute_garonne,15.865669,8.0
dordogne,0.70664406,0.0
paris,223.94615,138.0
gard,7.143635,19.0
mayenne,0.0,0.0
val_d'oise,117.24802,57.0
gironde,26.124325,21.0
cher,16.28234,12.0
eure,12.899203,10.0
jura,0.8662752,6.0
tarn,1.4060861,1.0
haute_loire,0.5160083,0.0
somme,14.2680435,24.0
gers,3.7706332,6.0
cantal,0.0,2.0
meurthe_et_moselle,11.483934,4.0
hautes_pyrenees,3.873605,6.0
essonne,83.980835,54.0
