n,o,l
oise,17.750647,30.0
meurthe_et_moselle,2.7033641,3.0
alpes_maritimes,3.0829709,1.0
marne,3.580201,0.0
loire,0.0,6.0
ain,11.186641,12.0
pyrenees_atlantiques,0.093226105,14.0
var,5.535824,5.0
aude,2.203748,1.0
ardennes,1.2495626,0.0
loir_et_cher,0.0,0.0
somme,5.450714,7.0
hautes_pyrenees,7.305295,1.0
haute_garonne,1.5033484,1.0
bouches_du_rhone,7.1651616,1.0
bas_rhin,47.60604,47.0
cantal,0.0,1.0
landes,0.0,1.0
rhone,2.6024106,3.0
calvados,1.5047085,1.0
cote_d'or,0.1753641,1.0
eure_et_loir,13.350303,0.0
meuse,0.48281857,2.0
indre_et_loire,0.0814435,0.0
aube,7.3946753,6.0
indre,4.664055,15.0
val_de_marne,27.92951,32.0
haute_marne,0.0,1.0
herault,5.4451084,15.0
gard,3.948323,9.0
paris,47.530613,58.0
haute_vienne,0.07506705,1.0
ardeche,0.6332215,0.0
vaucluse,3.224206,1.0
drome,0.66984797,0.0
pas_de_calais,8.052732,10.0
loiret,3.312064,0.0
yvelines,15.82136,48.0
jura,3.0755017,3.0
tarn_et_garonne,2.0801446,1.0
manche,2.5448968,0.0
territoire_de_belfort,0.5919793,5.0
eure,9.946775,16.0
val_d'oise,15.507637,14.0
pyrenees_orientales,0.0,2.0
hauts_de_seine,33.26749,17.0
moselle,19.838009,9.0
isere,34.521885,0.0
essonne,0.9453924,79.0
nievre,5.3665514,2.0
vosges,3.2955549,0.0
lot,0.0,0.0
haute_saone,4.130528,0.0
seine_maritime,4.823427,2.0
dordogne,0.0,0.0
alpes_de_haute_provence,0.022922091,1.0
puy_de_dome,2.4934804,4.0
haut_rhin,16.67271,7.0
charente_maritime,7.385262,2.0
vienne,0.0,1.0
nord,7.477225,6.0
saone_et_loire,4.132738,6.0
haute_loire,0.0,2.0
charente,0.0,0.0
loire_atlantique,0.0,0.0
aisne,0.0,0.0
tarn,4.5828447,7.0
gironde,0.36005247,1.0
cher,3.172062,2.0
mayenne,5.33464,6.0
doubs,0.0,1.0
seine_et_marne,2.937761,0.0
correze,31.325117,16.0
gers,0.0,0.0
orne,0.8094917,1.0
maine_et_loire,0.25093096,8.0
seine_saint_denis,32.254406,37.0
yonne,0.0,0.0
lot_et_garonne,0.0,0.0
haute_savoie,7.904153,6.0
savoie,0.0,2.0
