n,o,l
oise,33.054382,74.0
meurthe_et_moselle,7.1472893,4.0
alpes_maritimes,8.446173,7.0
marne,10.103229,17.0
loire,0.16981664,1.0
ain,6.752342,4.0
pyrenees_atlantiques,6.4236994,2.0
var,15.182999,20.0
aude,7.9870296,9.0
ardennes,0.0,2.0
loir_et_cher,4.5213428,2.0
somme,9.918538,24.0
hautes_pyrenees,0.15893383,6.0
haute_garonne,12.38631,8.0
bouches_du_rhone,5.0950737,17.0
bas_rhin,145.22406,114.0
cantal,0.15285763,2.0
landes,0.033774048,3.0
rhone,15.477609,18.0
calvados,10.764014,6.0
cote_d'or,4.4959,6.0
eure_et_loir,11.594379,28.0
meuse,1.5708212,6.0
indre_et_loire,3.8163028,3.0
aube,3.2713223,24.0
indre,3.2519383,18.0
val_de_marne,33.104687,86.0
haute_marne,0.32402974,3.0
herault,66.79271,41.0
gard,3.649908,19.0
paris,166.83913,138.0
haute_vienne,0.6196393,3.0
ardeche,9.952495,0.0
vaucluse,10.378713,4.0
drome,11.754102,2.0
pas_de_calais,5.090884,16.0
loiret,9.547238,19.0
yvelines,35.45235,46.0
jura,1.1775724,6.0
tarn_et_garonne,0.9623236,3.0
manche,4.742341,2.0
territoire_de_belfort,2.2076807,6.0
eure,3.323222,10.0
val_d'oise,110.13069,57.0
pyrenees_orientales,0.0,0.0
hauts_de_seine,103.360176,131.0
moselle,9.801978,50.0
isere,66.09615,54.0
essonne,15.479681,1.0
nievre,0.06760147,10.0
vosges,18.231539,29.0
lot,0.0,2.0
haute_saone,12.25814,7.0
seine_maritime,14.525841,15.0
dordogne,0.90171665,0.0
alpes_de_haute_provence,0.15450254,2.0
puy_de_dome,2.6153364,10.0
haut_rhin,22.40963,59.0
charente_maritime,2.4554737,5.0
vienne,0.4173175,2.0
nord,7.7304378,8.0
saone_et_loire,3.1678529,10.0
haute_loire,0.03148094,0.0
charente,0.35408187,0.0
loire_atlantique,0.0,0.0
aisne,0.09090315,1.0
tarn,4.5858545,22.0
gironde,0.3308823,1.0
cher,15.956301,21.0
mayenne,9.093964,12.0
doubs,0.0,0.0
seine_et_marne,1.9520366,7.0
correze,27.250418,64.0
gers,0.02946718,1.0
orne,0.7690671,6.0
maine_et_loire,1.9123359,1.0
seine_saint_denis,83.20031,133.0
yonne,2.3455198,0.0
lot_et_garonne,0.0,0.0
haute_savoie,33.475395,19.0
savoie,0.0,0.0
