n,o,l
E08000016,10.686867,9.0
E09000001,0.39544573,0.0
E06000051,9.187421,8.0
E06000039,6.4072714,8.0
E09000005,51.938416,24.0
E09000020,11.195372,6.0
E08000001,25.781778,17.0
E06000004,10.378063,6.0
E08000012,57.784283,19.0
E09000010,23.952461,10.0
E09000002,15.231058,6.0
E08000022,23.769442,17.0
E08000031,16.831406,16.0
E10000013,36.36432,32.0
E08000032,26.218449,20.0
E08000035,37.990833,33.0
E08000003,46.04162,29.0
E06000035,22.93848,17.0
E06000042,14.827706,5.0
E06000008,7.5877233,14.0
E06000059,8.476437,8.0
E06000015,13.533299,3.0
E06000011,11.185224,12.0
E08000024,54.45065,32.0
E06000003,8.753614,4.0
E06000024,3.4376369,6.0
E06000049,25.763695,24.0
E08000037,28.065554,26.0
E10000015,92.02984,38.0
E06000016,26.43641,15.0
E10000016,115.099174,101.0
E08000017,6.0536466,18.0
E06000018,15.081027,2.0
E08000002,15.14685,17.0
E06000050,32.01195,13.0
E06000045,11.843311,15.0
E10000027,10.518953,13.0
E09000017,25.953548,42.0
E06000001,1.8962866,11.0
E10000031,36.888363,15.0
E10000006,82.67066,23.0
E10000030,85.79638,47.0
E08000019,75.69272,59.0
E06000055,10.331755,11.0
E10000020,37.6704,39.0
E10000003,19.575481,8.0
E06000044,5.6565776,5.0
E09000004,22.075766,9.0
E10000019,31.409666,14.0
E06000020,3.4795203,17.0
E09000029,20.833002,3.0
E06000012,2.6438932,2.0
E09000015,26.297253,13.0
E06000030,6.4877157,6.0
E10000018,36.64979,16.0
E10000012,102.965515,40.0
E09000008,55.21284,24.0
E06000054,11.6071,10.0
E08000015,43.83858,19.0
E08000008,16.460938,8.0
E06000006,13.55929,6.0
E06000052,16.03911,13.0
E09000023,43.24204,6.0
E08000009,22.440708,13.0
E10000025,61.005566,34.0
E06000007,21.494549,11.0
E08000036,20.890535,13.0
E09000021,7.7305202,3.0
E09000009,11.460615,12.0
E08000004,30.103456,13.0
E08000005,20.221022,24.0
E08000027,14.090883,10.0
E09000016,22.006428,27.0
E08000014,26.569101,9.0
E10000024,36.93156,12.0
E06000022,34.966206,14.0
E08000023,2.024343,4.0
E09000018,14.129074,13.0
E06000037,24.088234,10.0
E08000007,6.3982186,14.0
E08000010,32.90848,23.0
E06000040,21.270025,26.0
E10000011,2.8703454,2.0
E06000036,17.210674,14.0
E10000014,4.3911715,5.0
E06000046,97.666435,60.0
E10000034,0.7020141,3.0
E08000021,34.35049,33.0
E08000034,35.16419,17.0
E06000027,19.982332,12.0
E06000032,1.0061885,3.0
E06000026,4.812264,2.0
E10000028,22.66095,33.0
E10000032,49.181347,46.0
E06000033,13.839245,27.0
E06000013,40.085133,1.0
E09000022,4.1227045,12.0
E08000026,39.403793,11.0
E09000027,21.27354,12.0
E08000013,9.596035,3.0
E06000041,25.80036,9.0
E06000047,6.69426,4.0
E06000017,51.33637,46.0
E10000021,0.8653135,0.0
E08000025,52.571667,25.0
E10000008,104.26905,58.0
E08000018,21.538132,14.0
E06000005,13.356325,22.0
E10000017,6.975382,8.0
E06000009,118.08721,75.0
E08000030,7.3156934,22.0
E06000057,32.16228,12.0
E06000038,27.61758,25.0
E10000007,7.1964793,5.0
E10000023,31.579903,7.0
E06000031,28.113556,18.0
E08000033,3.813351,1.0
E06000043,5.7124734,4.0
E09000003,10.125678,12.0
E06000014,46.227512,13.0
E10000029,5.4530406,4.0
E10000002,30.498676,62.0
E09000006,22.850601,18.0
E08000011,20.41386,5.0
E06000021,6.8432894,12.0
E09000026,23.81282,5.0
E06000056,16.047474,23.0
E06000002,20.224026,11.0
E06000034,38.301266,12.0
