n,o,l
E08000016,10.8526745,12.0
E09000001,0.5862313,0.0
E06000051,9.677343,10.0
E06000039,6.986669,16.0
E09000005,59.290726,26.0
E09000020,12.369774,4.0
E08000001,23.418222,30.0
E06000004,14.045241,9.0
E08000012,58.295082,37.0
E09000010,23.450554,11.0
E09000002,15.528494,11.0
E08000022,18.634136,11.0
E08000031,15.7736635,16.0
E10000013,39.018757,42.0
E08000032,25.863346,39.0
E08000035,34.239513,53.0
E08000003,38.001152,30.0
E06000035,22.048647,16.0
E06000042,14.349705,12.0
E06000008,8.442606,9.0
E06000059,9.6668,8.0
E06000015,17.716633,9.0
E06000011,9.747669,24.0
E08000024,49.315697,49.0
E06000003,9.792309,5.0
E06000024,4.693968,9.0
E06000049,24.42619,26.0
E08000037,28.284332,20.0
E10000015,88.83321,53.0
E06000016,22.402752,15.0
E10000016,93.574036,174.0
E08000017,9.073448,20.0
E06000018,15.205961,9.0
E08000002,15.512304,24.0
E06000050,32.319656,21.0
E06000045,12.90432,9.0
E10000027,10.406528,18.0
E09000017,24.87261,14.0
E06000001,1.7126076,28.0
E10000031,41.310196,7.0
E10000006,70.44137,36.0
E10000030,89.121315,111.0
E08000019,65.23156,76.0
E06000055,9.436435,13.0
E10000020,35.392624,55.0
E10000003,23.681438,14.0
E06000044,6.2338266,12.0
E09000004,21.828379,12.0
E10000019,28.211369,25.0
E06000020,5.1461716,7.0
E09000029,20.542368,26.0
E06000012,2.5854504,0.0
E09000015,29.237251,14.0
E06000030,8.854999,12.0
E10000018,28.35297,27.0
E10000012,98.91036,62.0
E09000008,59.400784,36.0
E06000054,13.406801,18.0
E08000015,45.246403,38.0
E08000008,14.60635,12.0
E06000006,13.984648,11.0
E06000052,15.746,8.0
E09000023,41.261364,19.0
E08000009,24.451847,7.0
E10000025,59.964905,37.0
E06000007,20.878464,13.0
E08000036,19.132496,19.0
E09000021,8.980138,2.0
E09000009,14.212734,13.0
E08000004,30.221796,42.0
E08000005,18.760538,25.0
E08000027,13.174158,19.0
E09000016,25.87052,24.0
E08000014,26.949718,16.0
E10000024,34.6781,32.0
E06000022,36.223583,29.0
E08000023,1.9017205,7.0
E09000018,14.324013,22.0
E06000037,26.212576,13.0
E08000007,8.2930355,9.0
E08000010,31.396315,24.0
E06000040,21.670452,21.0
E10000011,3.6352572,10.0
E06000036,16.21177,17.0
E10000014,4.5565076,5.0
E06000046,95.79824,94.0
E10000034,1.0751661,4.0
E08000021,32.928707,41.0
E08000034,31.206982,17.0
E06000027,19.080235,12.0
E06000032,0.8735479,3.0
E06000026,6.4681554,11.0
E10000028,21.426208,8.0
E10000032,51.567356,55.0
E06000033,36.13912,5.0
E06000013,13.73765,34.0
E09000022,3.9591944,16.0
E08000026,39.835518,23.0
E09000027,20.64095,22.0
E08000013,9.801691,8.0
E06000041,28.179655,28.0
E06000047,8.632189,12.0
E06000017,37.24078,44.0
E10000021,1.0371058,0.0
E08000025,55.24744,29.0
E10000008,106.30378,79.0
E08000018,24.465656,25.0
E06000005,15.665775,29.0
E10000017,3.4471622,10.0
E06000009,116.22046,77.0
E08000030,7.350935,13.0
E06000057,32.058224,19.0
E06000038,25.86947,19.0
E10000007,9.88069,24.0
E10000023,33.016354,31.0
E06000031,30.527832,36.0
E08000033,4.324772,4.0
E06000043,6.7197876,12.0
E09000003,11.75922,15.0
E06000014,49.47426,21.0
E10000029,5.2980113,7.0
E10000002,28.935574,36.0
E09000006,24.252132,25.0
E08000011,20.914577,25.0
E06000021,9.759987,14.0
E09000026,25.738022,7.0
E06000056,15.8968935,13.0
E06000002,22.04816,11.0
E06000034,38.04347,23.0
