n,o,l
tarragona,21.48128,0.0
almeria,13.835987,0.0
guadalajara,49.34925,58.0
lleida,12.557383,0.0
araba/alava,36.11322,0.0
bizkaia,82.934235,0.0
granada,67.50084,0.0
burgos,17.466604,16.0
alicante,54.444477,80.0
valladolid,74.18891,34.0
cuenca,46.547333,75.0
cordoba,18.51124,0.0
jaen,19.67638,0.0
malaga,31.684402,0.0
valencia,86.388,75.0
toledo,80.32496,99.0
avila,47.53477,35.0
barcelona,359.65115,0.0
zamora,19.661234,17.0
ciudad_real,143.89476,88.0
palencia,48.985115,25.0
castellon,55.99866,9.0
leon,70.48364,63.0
girona,47.628517,0.0
caceres,16.255032,2.0
gipuzkoa,18.044073,0.0
cadiz,18.291656,49.0
badajoz,17.470894,0.0
albacete,69.34703,4.0
sevilla,22.747328,0.0
salamanca,58.09716,51.0
soria,28.115461,66.0
huelva,15.911612,0.0
segovia,38.688744,39.0
