n,o,l
E08000016,6.233412,8.0
E09000001,0.0,0.0
E06000051,5.362873,14.0
E06000039,0.9579346,2.0
E09000005,1.8228174,9.0
E09000020,0.0,1.0
E08000001,5.489442,9.0
E06000004,4.231058,2.0
E08000012,7.67717,0.0
E09000010,0.0,1.0
E09000002,0.0,1.0
E08000022,0.5488394,10.0
E08000031,3.6493092,8.0
E10000013,7.378206,3.0
E08000032,15.228117,13.0
E08000035,13.251254,13.0
E08000003,7.5202746,11.0
E06000035,1.4928665,1.0
E06000042,0.0,1.0
E06000008,0.0,2.0
E06000059,0.0,2.0
E06000015,0.0,7.0
E06000011,10.122128,4.0
E08000024,9.93844,6.0
E06000003,0.3170848,3.0
E06000024,1.8849658,5.0
E06000049,8.224569,8.0
E08000037,10.342716,2.0
E10000015,23.045351,16.0
E06000016,4.035806,6.0
E10000016,40.406826,48.0
E08000017,7.829656,15.0
E06000018,0.0,2.0
E08000002,2.3358266,6.0
E06000050,8.216108,14.0
E06000045,3.0886958,7.0
E10000027,3.850441,5.0
E09000017,0.0,9.0
E06000001,0.0,4.0
E10000031,7.9303894,0.0
E10000006,15.454722,9.0
E10000030,12.861032,5.0
E08000019,15.146841,25.0
E06000055,2.3184197,2.0
E10000020,27.003485,33.0
E10000003,11.499614,6.0
E06000044,0.0,0.0
E09000004,0.9057465,2.0
E10000019,4.370614,17.0
E06000020,0.46793428,3.0
E09000029,0.0,6.0
E06000012,0.0,1.0
E09000015,2.7297525,6.0
E06000030,0.1761623,2.0
E10000018,6.3821287,10.0
E10000012,23.403574,25.0
E09000008,4.2424326,8.0
E06000054,1.7314063,2.0
E08000015,4.993001,12.0
E08000008,1.8004755,8.0
E06000006,0.0,4.0
E06000052,0.3541222,6.0
E09000023,0.20910674,3.0
E08000009,2.6113312,5.0
E10000025,8.217674,31.0
E06000007,2.402497,1.0
E08000036,3.6432745,9.0
E09000021,0.17750403,0.0
E09000009,2.679394,1.0
E08000004,7.6951056,4.0
E08000005,1.9179735,18.0
E08000027,9.067041,9.0
E09000016,0.0,7.0
E08000014,2.6889794,0.0
E10000024,6.9426923,2.0
E06000022,0.0,9.0
E08000023,5.7373304,1.0
E09000018,1.8929349,13.0
E06000037,0.0,3.0
E08000007,7.9634447,1.0
E08000010,5.957537,6.0
E06000040,0.0,13.0
E10000011,3.9417164,1.0
E06000036,0.0,1.0
E10000014,20.65462,0.0
E06000046,0.0,17.0
E10000034,5.1309223,1.0
E08000021,4.3571906,16.0
E08000034,4.132673,7.0
E06000027,0.0,1.0
E06000032,0.009254016,1.0
E06000026,0.0,0.0
E10000028,15.266645,0.0
E10000032,8.722271,16.0
E06000033,0.28491735,3.0
E06000013,3.9817152,3.0
E09000022,0.04373028,3.0
E08000026,3.2888587,1.0
E09000027,0.0,13.0
E08000013,1.161322,3.0
E06000041,0.19011608,0.0
E06000047,25.016438,2.0
E06000017,0.0,18.0
E10000021,3.7375524,0.0
E08000025,16.335943,11.0
E10000008,3.1779752,31.0
E08000018,4.779076,2.0
E06000005,1.1068748,7.0
E10000017,27.085634,0.0
E06000009,2.342499,30.0
E08000030,5.4179115,6.0
E06000057,4.9736466,7.0
E06000038,1.5603884,6.0
E10000007,6.916147,2.0
E10000023,14.738468,11.0
E06000031,2.2580469,9.0
E08000033,0.0,4.0
E06000043,0.0,0.0
E09000003,1.3222917,0.0
E06000014,3.6102111,2.0
E10000029,14.146263,5.0
E10000002,2.72022,5.0
E09000006,2.265466,4.0
E08000011,5.816021,4.0
E06000021,7.6910124,14.0
E09000026,0.0,0.0
E06000056,0.7479185,2.0
E06000002,3.2088468,2.0
E06000034,0.0,19.0
