n,o,l
oise,60.321617,19.0
meurthe_et_moselle,13.834319,0.0
alpes_maritimes,14.058141,1.0
marne,20.816875,7.0
loire,4.8338437,0.0
ain,17.524044,14.0
pyrenees_atlantiques,12.909587,1.0
var,32.59659,4.0
aude,16.128855,3.0
ardennes,8.086059,4.0
loir_et_cher,5.397753,0.0
somme,26.038485,18.0
hautes_pyrenees,13.907023,7.0
haute_garonne,10.796419,13.0
bouches_du_rhone,25.11713,4.0
bas_rhin,118.28378,55.0
cantal,0.39573103,1.0
landes,3.9941318,0.0
rhone,23.112898,5.0
calvados,10.839621,1.0
cote_d'or,10.058983,1.0
eure_et_loir,40.47786,11.0
meuse,9.74223,7.0
indre_et_loire,11.274886,0.0
aube,18.893517,9.0
indre,16.417694,6.0
val_de_marne,79.47776,17.0
haute_marne,4.686735,2.0
herault,35.08959,8.0
gard,13.303667,8.0
paris,116.55544,42.0
haute_vienne,5.637448,1.0
ardeche,13.008206,4.0
vaucluse,14.379502,2.0
drome,8.15342,0.0
pas_de_calais,27.639006,25.0
loiret,24.55351,0.0
yvelines,39.112133,11.0
jura,9.824573,13.0
tarn_et_garonne,15.307958,0.0
manche,10.801381,0.0
territoire_de_belfort,14.018987,2.0
eure,39.353756,19.0
val_d'oise,42.935837,24.0
pyrenees_orientales,7.5056686,1.0
hauts_de_seine,97.15567,22.0
moselle,50.82843,5.0
isere,74.577286,83.0
essonne,11.405565,0.0
nievre,9.1843605,3.0
vosges,21.914045,0.0
lot,5.1750603,0.0
haute_saone,14.563191,4.0
seine_maritime,23.110521,10.0
dordogne,4.2917514,0.0
alpes_de_haute_provence,4.529918,0.0
puy_de_dome,15.79245,4.0
haut_rhin,43.342945,3.0
charente_maritime,9.577951,2.0
vienne,4.0885024,0.0
nord,30.299461,7.0
saone_et_loire,22.575378,8.0
haute_loire,5.4299583,0.0
charente,10.133805,3.0
loire_atlantique,9.274377,0.0
aisne,2.8656442,0.0
tarn,31.629463,12.0
gironde,2.7934425,1.0
cher,19.624731,1.0
mayenne,23.899979,9.0
doubs,3.2563198,0.0
seine_et_marne,19.511528,2.0
correze,66.26781,31.0
gers,7.032443,1.0
orne,6.8006363,7.0
maine_et_loire,9.506618,1.0
seine_saint_denis,90.3444,56.0
yonne,6.037801,3.0
lot_et_garonne,5.1703377,0.0
haute_savoie,21.255669,8.0
savoie,3.4757733,1.0
