n,o,l
tarragona,76.00499,42.0
almeria,22.925777,27.0
guadalajara,0.10202256,0.0
lleida,62.17095,28.0
araba/alava,120.23314,100.0
bizkaia,223.7629,265.0
granada,82.166885,98.0
burgos,49.272606,24.0
alicante,214.51529,114.0
valladolid,77.649345,62.0
cuenca,0.10201289,0.0
cordoba,68.40849,82.0
jaen,62.116386,40.0
malaga,86.8592,63.0
valencia,158.38683,116.0
toledo,0.102025226,0.0
avila,38.045403,48.0
barcelona,1332.0928,900.0
zamora,20.736355,27.0
ciudad_real,0.10202631,0.0
palencia,38.078163,25.0
castellon,61.08571,47.0
leon,92.55753,79.0
girona,49.670467,158.0
caceres,87.83437,69.0
gipuzkoa,76.9135,76.0
cadiz,44.11251,50.0
badajoz,45.773468,17.0
albacete,0.10303723,0.0
sevilla,94.35528,67.0
salamanca,99.4026,17.0
soria,57.264015,90.0
huelva,17.412777,5.0
segovia,62.842358,85.0
