n,o,l
tarragona,7.393973,0.0
almeria,3.9415755,13.0
guadalajara,24.18588,51.0
lleida,12.019805,6.0
araba/alava,40.514786,0.0
bizkaia,69.70031,0.0
granada,36.22098,46.0
burgos,22.511044,168.0
alicante,35.104725,61.0
valladolid,39.22575,28.0
cuenca,42.836613,130.0
cordoba,5.951823,15.0
jaen,7.716822,30.0
malaga,46.791843,92.0
valencia,62.061714,63.0
toledo,53.40512,109.0
avila,32.349903,38.0
barcelona,269.25534,253.0
zamora,3.0924866,13.0
ciudad_real,73.26686,67.0
palencia,28.968292,11.0
castellon,20.094585,27.0
leon,34.57697,37.0
girona,50.659065,0.0
caceres,6.1741977,12.0
gipuzkoa,14.582817,0.0
cadiz,6.083862,20.0
badajoz,3.1013885,1.0
albacete,34.654083,88.0
sevilla,14.539985,13.0
salamanca,43.999996,37.0
soria,21.943457,26.0
huelva,2.820045,20.0
segovia,18.679401,69.0
