n,o,l
tarragona,10.656456,0.0
almeria,18.020866,13.0
guadalajara,38.720364,51.0
lleida,20.500631,6.0
araba/alava,15.427837,0.0
bizkaia,30.539505,0.0
granada,56.463577,46.0
burgos,116.23377,168.0
alicante,74.49658,61.0
valladolid,65.55629,28.0
cuenca,50.182663,130.0
cordoba,22.183273,15.0
jaen,15.395838,30.0
malaga,67.862724,92.0
valencia,91.16913,63.0
toledo,62.517868,109.0
avila,26.91319,38.0
barcelona,365.9066,253.0
zamora,16.063627,13.0
ciudad_real,84.0888,67.0
palencia,24.884182,11.0
castellon,56.415524,27.0
leon,60.769806,37.0
girona,54.311256,0.0
caceres,20.499636,12.0
gipuzkoa,9.860107,0.0
cadiz,20.620377,20.0
badajoz,6.05006,1.0
albacete,69.060036,88.0
sevilla,22.430063,13.0
salamanca,56.539825,37.0
soria,24.533258,26.0
huelva,10.418699,20.0
segovia,42.474586,69.0
