n,o,l
tarragona,58.961,0.0
almeria,22.994993,3.0
guadalajara,0.11327629,0.0
lleida,68.53535,53.0
araba/alava,112.48863,82.0
bizkaia,420.51913,259.0
granada,84.47138,39.0
burgos,48.845715,46.0
alicante,189.1222,112.0
valladolid,83.19161,139.0
cuenca,0.11327328,0.0
cordoba,55.85074,20.0
jaen,62.395123,42.0
malaga,118.64665,16.0
valencia,200.87813,179.0
toledo,0.11327629,0.0
avila,34.958282,34.0
barcelona,1423.315,895.0
zamora,16.775356,38.0
ciudad_real,0.11327818,0.0
palencia,34.813023,47.0
castellon,43.856647,76.0
leon,68.578026,58.0
girona,121.22961,0.0
caceres,51.57646,152.0
gipuzkoa,77.41416,71.0
cadiz,61.77023,0.0
badajoz,38.358482,61.0
albacete,0.11449357,14.0
sevilla,111.78971,60.0
salamanca,109.439896,26.0
soria,54.04666,95.0
huelva,20.87922,8.0
segovia,78.95534,101.0
