n,o,l
E08000016,14.515464,17.0
E09000001,0.68687505,2.0
E06000051,12.317073,10.0
E06000039,9.65973,7.0
E09000005,42.213787,15.0
E09000020,14.233372,7.0
E08000001,36.713955,20.0
E06000004,13.848868,15.0
E08000012,69.0706,30.0
E09000010,28.737606,25.0
E09000002,14.742556,7.0
E08000022,21.143461,7.0
E08000031,20.182692,22.0
E10000013,47.76138,21.0
E08000032,31.74732,21.0
E08000035,46.254967,43.0
E08000003,60.23035,31.0
E06000035,24.429022,19.0
E06000042,14.731534,5.0
E06000008,12.084659,8.0
E06000059,12.54098,7.0
E06000015,9.439364,9.0
E06000011,14.576811,27.0
E08000024,55.79556,56.0
E06000003,8.784806,8.0
E06000024,5.471249,4.0
E06000049,32.010525,22.0
E08000037,37.78368,14.0
E10000015,86.71769,47.0
E06000016,25.414,28.0
E10000016,120.57679,116.0
E08000017,12.688041,14.0
E06000018,16.148592,18.0
E08000002,22.090242,22.0
E06000050,33.52846,18.0
E06000045,14.322467,17.0
E10000027,11.970021,22.0
E09000017,38.87977,21.0
E06000001,5.772019,7.0
E10000031,28.480057,27.0
E10000006,82.11486,37.0
E10000030,87.95799,63.0
E08000019,58.916687,64.0
E06000055,16.521473,7.0
E10000020,52.40947,40.0
E10000003,26.035105,22.0
E06000044,8.831149,1.0
E09000004,23.583353,11.0
E10000019,27.123934,26.0
E06000020,4.4057183,10.0
E09000029,21.51374,10.0
E06000012,2.915841,4.0
E09000015,28.700762,13.0
E06000030,13.350447,17.0
E10000018,28.670803,30.0
E10000012,93.07636,70.0
E09000008,49.869274,25.0
E06000054,13.432675,10.0
E08000015,49.46119,15.0
E08000008,18.37908,8.0
E06000006,15.681643,7.0
E06000052,16.611706,8.0
E09000023,36.132984,14.0
E08000009,22.858553,16.0
E10000025,64.980705,35.0
E06000007,27.095827,20.0
E08000036,20.949183,12.0
E09000021,8.39206,6.0
E09000009,16.611685,9.0
E08000004,32.789425,19.0
E08000005,31.21577,21.0
E08000027,23.082018,26.0
E09000016,18.502583,17.0
E08000014,28.160355,11.0
E10000024,38.81042,15.0
E06000022,40.619556,24.0
E08000023,5.7520914,1.0
E09000018,16.855146,25.0
E06000037,22.113678,12.0
E08000007,5.7372465,16.0
E08000010,34.761787,21.0
E06000040,27.748438,30.0
E10000011,4.973664,6.0
E06000036,21.700094,10.0
E10000014,5.210918,5.0
E06000046,99.130196,83.0
E10000034,1.1039573,0.0
E08000021,38.33181,31.0
E08000034,37.145885,18.0
E06000027,19.971775,7.0
E06000032,7.6988106,10.0
E06000026,6.426012,9.0
E10000028,24.852335,9.0
E10000032,53.92171,51.0
E06000033,46.523838,25.0
E06000013,11.737265,7.0
E09000022,8.774369,17.0
E08000026,35.702526,15.0
E09000027,20.555578,25.0
E08000013,9.445497,4.0
E06000041,25.722971,14.0
E06000047,7.138161,8.0
E06000017,59.88587,50.0
E10000021,1.2444109,0.0
E08000025,41.941265,15.0
E10000008,85.724434,54.0
E08000018,21.88133,18.0
E06000005,16.543737,19.0
E10000017,12.940282,13.0
E06000009,119.38163,74.0
E08000030,9.364551,21.0
E06000057,29.271612,35.0
E06000038,32.349804,23.0
E10000007,11.093129,17.0
E10000023,35.989635,23.0
E06000031,30.703241,39.0
E08000033,3.6469705,10.0
E06000043,6.8477707,4.0
E09000003,11.349574,8.0
E06000014,42.625126,10.0
E10000029,7.009232,8.0
E10000002,31.330492,58.0
E09000006,26.614897,11.0
E08000011,24.239609,19.0
E06000021,9.716731,16.0
E09000026,30.644976,14.0
E06000056,19.855299,11.0
E06000002,16.24546,16.0
E06000034,36.599148,14.0
