n,o,l
tarragona,74.209206,0.0
almeria,20.240862,5.0
guadalajara,0.12243199,0.0
lleida,68.53428,97.0
araba/alava,109.13919,40.0
bizkaia,455.8951,210.0
granada,81.33352,47.0
burgos,49.186455,27.0
alicante,200.12775,47.0
valladolid,87.39411,160.0
cuenca,0.12243077,0.0
cordoba,58.185455,32.0
jaen,59.39809,34.0
malaga,124.85065,53.0
valencia,222.03812,238.0
toledo,0.12243603,0.0
avila,39.09782,32.0
barcelona,1431.6472,1315.0
zamora,26.657274,8.0
ciudad_real,0.1224346,0.0
palencia,33.670166,21.0
castellon,48.027496,22.0
leon,66.01728,57.0
girona,140.04253,0.0
caceres,62.390617,60.0
gipuzkoa,76.93193,47.0
cadiz,64.01842,14.0
badajoz,38.039825,29.0
albacete,0.12527029,0.0
sevilla,116.37741,62.0
salamanca,112.82374,41.0
soria,55.323524,23.0
huelva,21.277903,2.0
segovia,83.153175,91.0
