n,o,l
oise,40.916367,0.0
meurthe_et_moselle,3.3568997,0.0
alpes_maritimes,8.162549,1.0
marne,9.4338255,2.0
loire,0.0,0.0
ain,4.4862366,68.0
pyrenees_atlantiques,0.74213177,0.0
var,15.485092,0.0
aude,2.989548,0.0
ardennes,1.207658,0.0
loir_et_cher,0.0,0.0
somme,12.955,0.0
hautes_pyrenees,3.3240137,0.0
haute_garonne,4.123268,2.0
bouches_du_rhone,11.9776125,0.0
bas_rhin,99.94808,9.0
cantal,0.0,2.0
landes,0.0,0.0
rhone,14.204453,0.0
calvados,1.7951596,2.0
cote_d'or,1.2696546,0.0
eure_et_loir,26.341627,1.0
meuse,0.34125125,0.0
indre_et_loire,0.9196239,0.0
aube,11.543508,0.0
indre,9.690124,0.0
val_de_marne,61.326363,6.0
haute_marne,0.0,0.0
herault,22.547237,5.0
gard,3.4508338,1.0
paris,104.12807,35.0
haute_vienne,0.0,0.0
ardeche,0.5066786,0.0
vaucluse,1.9131594,0.0
drome,1.1895283,0.0
pas_de_calais,14.486438,0.0
loiret,11.529219,0.0
yvelines,25.189758,3.0
jura,2.2140412,0.0
tarn_et_garonne,3.4348598,0.0
manche,1.1529306,0.0
territoire_de_belfort,2.0423806,0.0
eure,19.760551,0.0
val_d'oise,29.778198,25.0
pyrenees_orientales,0.0,0.0
hauts_de_seine,72.124886,4.0
moselle,35.68644,1.0
isere,62.017754,17.0
essonne,0.42162746,0.0
nievre,7.9252467,0.0
vosges,14.346631,0.0
lot,0.0,0.0
haute_saone,3.4649591,1.0
seine_maritime,12.13473,0.0
dordogne,0.0,0.0
alpes_de_haute_provence,0.0,0.0
puy_de_dome,5.1952224,2.0
haut_rhin,30.03127,0.0
charente_maritime,1.6863235,1.0
vienne,0.0,0.0
nord,15.265435,0.0
saone_et_loire,10.822015,6.0
haute_loire,0.0,0.0
charente,0.12925719,0.0
loire_atlantique,0.0,0.0
aisne,17.874538,0.0
tarn,0.0,0.0
gironde,8.350993,0.0
cher,9.007178,0.0
mayenne,0.0,0.0
doubs,5.763731,0.0
seine_et_marne,55.036583,5.0
correze,0.118727475,0.0
gers,0.7894276,0.0
orne,0.17594062,0.0
maine_et_loire,0.0,0.0
seine_saint_denis,68.499084,7.0
yonne,0.0,0.0
lot_et_garonne,0.058684904,0.0
haute_savoie,8.801079,0.0
savoie,0.29160216,0.0
